Year,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Region,Data Item,Domain,Domain Category,Value,CV (%)
2017,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,CASS,17,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"417,188,000",23.7
2017,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,GRIGGS,39,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"105,078,000",23.7
2017,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,STEELE,91,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"145,894,000",23.7
2017,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,TRAILL,97,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"223,748,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BENSON,5,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"147,665,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BOTTINEAU,9,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"199,430,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,MCHENRY,49,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"82,196,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,PIERCE,69,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"83,304,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,ROLETTE,79,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"77,154,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,CAVALIER,19,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"276,485,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,GRAND FORKS,35,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"294,658,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,NELSON,63,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"112,527,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,PEMBINA,67,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"275,337,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,RAMSEY,71,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"163,906,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,TOWNER,95,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"140,915,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,WALSH,99,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"323,415,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,BURKE,13,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"61,157,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,DIVIDE,23,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"61,544,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,MOUNTRAIL,61,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"105,856,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,RENVILLE,75,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"122,657,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,WARD,101,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"188,435,000",23.7
2017,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,WILLIAMS,105,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"117,426,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,BURLEIGH,15,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"65,405,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,EMMONS,29,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"111,806,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,GRANT,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"29,084,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,MORTON,59,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"63,552,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTH CENTRAL,80,SIOUX,85,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"21,718,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,DICKEY,21,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"181,796,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,LA MOURE,45,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"192,505,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,LOGAN,47,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,368,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,MCINTOSH,51,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"53,703,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,RANSOM,73,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"137,681,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,RICHLAND,77,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"354,985,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHEAST,90,SARGENT,81,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"188,725,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,ADAMS,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"30,430,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,BILLINGS,7,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,667,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,BOWMAN,11,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,553,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,GOLDEN VALLEY,33,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"20,849,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,HETTINGER,41,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"53,282,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,SLOPE,87,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,787,000",23.7
2017,COUNTY,NORTH DAKOTA,38,SOUTHWEST,70,STARK,89,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"43,552,000",23.7
2017,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,DUNN,25,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"27,704,000",23.7
2017,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,MCKENZIE,53,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"50,179,000",23.7
2017,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,MCLEAN,55,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"150,812,000",23.7
2017,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,MERCER,57,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"25,030,000",23.7
2017,COUNTY,NORTH DAKOTA,38,WEST CENTRAL,40,OLIVER,65,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"21,911,000",23.7
2017,COUNTY,OHIO,39,CENTRAL,50,DELAWARE,41,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"77,444,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,FAIRFIELD,45,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"77,395,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,FAYETTE,47,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"106,015,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,FRANKLIN,49,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"44,401,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,KNOX,83,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"62,206,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,LICKING,89,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"83,598,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,MADISON,97,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"125,443,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,MARION,101,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"86,277,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,MORROW,117,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"61,525,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,PICKAWAY,129,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"148,594,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,ROSS,141,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"66,744,000",14.3
2017,COUNTY,OHIO,39,CENTRAL,50,UNION,159,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"103,467,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,BELMONT,13,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,887,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,CARROLL,19,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,942,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,COSHOCTON,31,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"33,266,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,HARRISON,67,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,831,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,HOLMES,75,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"33,467,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,JEFFERSON,81,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,228,000",14.3
2017,COUNTY,OHIO,39,EAST CENTRAL,60,TUSCARAWAS,157,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"21,505,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,ASHLAND,5,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"44,201,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,CRAWFORD,33,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"116,129,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,ERIE,43,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"86,949,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,HURON,77,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"134,900,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,LORAIN,93,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"116,621,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,OTTAWA,123,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,036,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,RICHLAND,139,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"50,084,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,SANDUSKY,143,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"91,797,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,SENECA,147,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"115,532,000",14.3
2017,COUNTY,OHIO,39,NORTH CENTRAL,20,WYANDOT,175,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"97,545,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,ASHTABULA,7,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"38,304,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,COLUMBIANA,29,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"34,544,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,CUYAHOGA,35,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,138,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,GEAUGA,55,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,473,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,LAKE,85,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"72,643,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,MAHONING,99,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"24,543,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,MEDINA,103,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"38,203,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,PORTAGE,133,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"24,473,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,STARK,151,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"40,606,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,SUMMIT,153,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,631,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,TRUMBULL,155,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"36,118,000",14.3
2017,COUNTY,OHIO,39,NORTHEAST,30,WAYNE,169,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"81,357,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,ALLEN,3,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"85,838,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,DEFIANCE,39,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"80,238,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,FULTON,51,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"122,932,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,HANCOCK,63,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"108,759,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,HENRY,69,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"116,955,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,LUCAS,95,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"47,182,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,PAULDING,125,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"80,377,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,PUTNAM,137,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"139,440,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,VAN WERT,161,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"123,500,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,WILLIAMS,171,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"81,114,000",14.3
2017,COUNTY,OHIO,39,NORTHWEST,10,WOOD,173,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"126,418,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,ADAMS,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"25,082,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,BROWN,15,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"63,137,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,GALLIA,53,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,296,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,HIGHLAND,71,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"94,697,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,JACKSON,79,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,199,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,LAWRENCE,87,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,413,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,PIKE,131,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,680,000",14.3
2017,COUNTY,OHIO,39,SOUTH CENTRAL,80,SCIOTO,145,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,938,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,ATHENS,9,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,758,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,GUERNSEY,59,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,612,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,HOCKING,73,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,101,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,MEIGS,105,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,718,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,MONROE,111,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,892,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,MORGAN,115,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,158,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,MUSKINGUM,119,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"28,770,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,NOBLE,121,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,649,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,PERRY,127,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"23,119,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,VINTON,163,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,572,000",14.3
2017,COUNTY,OHIO,39,SOUTHEAST,90,WASHINGTON,167,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"23,320,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,BUTLER,17,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"40,795,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,CLERMONT,25,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"28,445,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,CLINTON,27,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"107,673,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,GREENE,57,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"88,117,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,HAMILTON,61,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,001,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,MONTGOMERY,113,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"69,305,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,PREBLE,135,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"98,167,000",14.3
2017,COUNTY,OHIO,39,SOUTHWEST,70,WARREN,165,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"44,718,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,AUGLAIZE,11,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"98,009,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,CHAMPAIGN,21,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"99,156,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,CLARK,23,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"100,167,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,DARKE,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"161,414,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,HARDIN,65,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"107,220,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,LOGAN,91,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"86,117,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,MERCER,107,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"123,310,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,MIAMI,109,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"92,006,000",14.3
2017,COUNTY,OHIO,39,WEST CENTRAL,40,SHELBY,149,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"92,711,000",14.3
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,CANADIAN,17,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"28,289,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,CLEVELAND,27,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,451,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,CREEK,37,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,039,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,GRADY,51,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,356,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,KINGFISHER,73,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"31,322,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,LINCOLN,81,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,776,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,LOGAN,83,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"16,204,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,MCCLAIN,87,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,517,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,OKFUSKEE,107,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,719,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,OKLAHOMA,109,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,604,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,PAYNE,119,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,645,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,POTTAWATOMIE,125,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,247,000",15.9
2017,COUNTY,OKLAHOMA,40,CENTRAL,50,SEMINOLE,133,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,553,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,ADAIR,1,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,286,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,CHEROKEE,21,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"30,105,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,HASKELL,61,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,600,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,HUGHES,63,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,001,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,MCINTOSH,91,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,876,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,MUSKOGEE,101,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,613,000",15.9
2017,COUNTY,OKLAHOMA,40,EAST CENTRAL,80,OKMULGEE,111,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,292,000",15.9
