agg_level_desc,reference_period_desc,unit_desc,state_name,statisticcat_desc,week_ending,watershed_code,county_ansi,state_fips_code,county_code,congr_district_code,country_name,domain_desc,state_ansi,country_code,source_desc,commodity_desc,zip_5,domaincat_desc,asd_code,end_code,region_desc,group_desc,county_name,Value,watershed_desc,prodn_practice_desc,sector_desc,load_time,freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%)
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62411,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,14,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62411,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62413,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,18,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62413,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62413,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,9,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62413,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62413,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62413,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62414,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,17,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62414,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62414,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,12,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62414,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62414,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62414,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62417,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,5,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62417,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62417,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,13,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62417,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62417,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62417,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62418,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,12,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62418,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62418,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,12,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62418,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62418,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62418,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62419,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,7,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62419,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62419,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62419,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62419,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62419,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62420,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,41,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62420,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62420,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,40,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62420,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62420,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,34,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62420,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62421,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,23,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62421,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62421,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62421,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62421,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,12,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62421,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62422,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62422,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62422,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62422,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62422,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62422,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62423,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62423,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62423,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62423,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62423,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,3,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62423,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62424,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,59,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62424,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62424,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,47,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62424,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62424,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,26,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62424,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62425,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,10,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62425,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62425,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,6,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62425,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62425,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,14,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62425,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62426,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,7,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62426,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62426,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,6,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62426,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62426,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,3,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62426,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62427,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62427,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62427,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,10,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62427,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62427,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,9,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62427,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62428,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,15,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62428,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62428,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,14,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62428,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62428,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,10,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62428,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62431,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62431,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62431,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62431,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62431,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,3,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62431,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62432,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,16,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62432,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62432,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62432,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62432,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,11,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62432,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62433,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,15,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62433,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62433,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,11,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62433,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62433,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,5,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62433,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62434,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,4,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62434,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62434,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62434,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62434,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,5,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62434,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62436,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62436,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62436,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,7,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62436,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62436,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,5,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62436,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62438,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,13,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62438,2022,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62438,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,2,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62438,2017,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62438,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,8,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62438,2007,
ZIP CODE,YEAR,OPERATIONS,ILLINOIS,SALES,,00000000,,17,,,UNITED STATES,SALES,17,9000,CENSUS,CROP TOTALS,62439,"SALES: (250,000 OR MORE $)",,00,,CROP TOTALS,,29,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,ANNUAL,IL,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,62439,2022,
