group_desc,region_desc,end_code,asd_code,domaincat_desc,load_time,prodn_practice_desc,sector_desc,watershed_desc,Value,county_name,class_desc,begin_code,util_practice_desc,asd_desc,state_alpha,freq_desc,CV (%),year,location_desc,short_desc,week_ending,statisticcat_desc,unit_desc,state_name,reference_period_desc,agg_level_desc,congr_district_code,county_code,state_fips_code,county_ansi,watershed_code,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48322,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48322,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48323,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48323,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48324,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48324,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48327,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48327,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48328,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48328,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48335,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48335,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48335,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48335,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48336,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48336,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48341,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48341,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48346,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48346,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48348,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48348,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48350,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48350,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48350,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48350,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48353,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48353,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,3,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48357,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48357,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48357,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48357,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48357,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48357,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48367,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48367,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,5,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48370,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48370,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,8,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48371,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48371,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,6,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48371,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48371,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48371,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48371,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48375,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48375,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48377,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48377,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48377,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48377,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48380,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48380,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48380,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48380,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48381,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48381,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48382,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48382,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48382,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48382,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48382,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48382,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48383,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48383,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,9,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48401,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48401,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,7,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48401,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48401,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,6,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48401,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48401,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48410,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48410,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,1,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48410,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48410,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48412,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48412,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48412,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48412,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,3,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48412,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48412,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,22,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48413,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48413,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,55,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48413,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48413,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,29,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48413,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48413,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,3,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48414,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48414,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,2,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48414,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48414,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48414,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48414,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,14,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48415,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48415,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,25,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48415,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48415,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,31,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48415,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48415,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,28,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48416,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48416,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,42,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48416,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48416,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,28,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48416,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48416,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48417,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48417,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48417,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48417,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,6,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48417,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48417,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,14,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48418,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48418,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,13,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48418,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48418,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,9,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48418,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48418,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,15,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48419,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48419,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,26,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2017,48419,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48419,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,16,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2007,48419,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48419,CROP TOTALS,9000,CENSUS
CROP TOTALS,,00,,"SALES: (50,000 TO 249,999 $)",2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,4,,ALL CLASSES,00,ALL UTILIZATION PRACTICES,,MI,ANNUAL,,2022,48420,CROP TOTALS - OPERATIONS WITH SALES,,SALES,OPERATIONS,MICHIGAN,YEAR,ZIP CODE,,,26,,00000000,26,SALES,UNITED STATES,48420,CROP TOTALS,9000,CENSUS
