freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%),domaincat_desc,asd_code,group_desc,region_desc,end_code,county_name,watershed_desc,Value,load_time,sector_desc,prodn_practice_desc,country_name,state_ansi,domain_desc,source_desc,country_code,zip_5,commodity_desc,agg_level_desc,reference_period_desc,unit_desc,state_name,week_ending,statisticcat_desc,county_ansi,watershed_code,congr_district_code,county_code,state_fips_code
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MISSOURI,2017,3.0,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,,00,,,"42,678",2018-02-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,IRRIGATION STATUS,CENSUS,9000,,CROP TOTALS,STATE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MISSOURI,2012,1.6,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,,00,,,"42,240",2012-12-31 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,IRRIGATION STATUS,CENSUS,9000,,CROP TOTALS,STATE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MISSOURI,2007,,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,,00,,,"41,618",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,IRRIGATION STATUS,CENSUS,9000,,CROP TOTALS,STATE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MISSOURI,2002,,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,,00,,,"39,775",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,IRRIGATION STATUS,CENSUS,9000,,CROP TOTALS,STATE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MISSOURI,1997,,IRRIGATION STATUS: (NONE ON OPERATION),,CROP TOTALS,,00,,,"45,425",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,IRRIGATION STATUS,CENSUS,9000,,CROP TOTALS,STATE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MISSOURI,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,"3,535",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,,CROP TOTALS,STATE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63005,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,8,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63005,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63005,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63005,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63005,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63005,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63006,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63006,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63013,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,4,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63013,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63013,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63013,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63014,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63014,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63014,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63014,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63016,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63016,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63016,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63016,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63017,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,6,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63017,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63017,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63017,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63017,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63017,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63020,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63020,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63021,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63021,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63021,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63021,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63021,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63021,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63023,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,6,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63023,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63023,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63023,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63026,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63026,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63026,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63026,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63026,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63026,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63034,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63034,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63037,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63037,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63037,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63037,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63038,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63038,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63038,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63038,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63038,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63038,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63043,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63043,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63043,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63043,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63044,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,5,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63044,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63044,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63044,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63044,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63044,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63050,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63050,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63051,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63051,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63051,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63051,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63055,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63055,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63055,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63055,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63055,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63055,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63056,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63056,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63068,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,17,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63068,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63068,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,5,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63068,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63068,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63068,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63069,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63069,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63069,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63069,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63069,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63069,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63070,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63070,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63073,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63073,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63073,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63073,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63077,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63077,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63084,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,9,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63084,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63084,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,3,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63084,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63084,2007,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63084,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63089,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,2,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63089,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63090,2022,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,11,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63090,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
ANNUAL,MO,,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,63090,2017,,"SALES: (250,000 OR MORE $)",,CROP TOTALS,,00,,,6,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,UNITED STATES,29,SALES,CENSUS,9000,63090,CROP TOTALS,ZIP CODE,YEAR,OPERATIONS,MISSOURI,,SALES,,00000000,,,29
