source_desc,statisticcat_desc,short_desc,domaincat_desc,CV (%),commodity_desc,group_desc,sector_desc,prodn_practice_desc,asd_desc,load_time,state_name,country_code,watershed_desc,agg_level_desc,watershed_code,class_desc,zip_5,Value,end_code,county_name,county_code,begin_code,state_ansi,week_ending,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,county_ansi,location_desc,state_alpha,state_fips_code,reference_period_desc,asd_code,country_name
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30224,4,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30224,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30224,1,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30224,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30228,2,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30228,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30228,5,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30228,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30229,1,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30229,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30233,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30233,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30233,4,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30233,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30233,3,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30233,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30236,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30236,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30240,6,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30240,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30240,3,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30240,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30240,1,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30240,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30241,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30241,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30241,3,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30241,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30250,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30250,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30252,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30252,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30252,4,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30252,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30253,3,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30253,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30253,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30253,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30253,3,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30253,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30256,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30256,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30257,2,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30257,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30258,2,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30258,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30259,2,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30259,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30263,4,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30263,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30264,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30264,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30266,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30266,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30268,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30268,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30268,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30268,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30268,2,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30268,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30276,5,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30276,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30277,4,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30277,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30277,2,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30277,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30277,1,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30277,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30281,6,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30281,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30281,3,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30281,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30286,4,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30286,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30286,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30286,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30286,1,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30286,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30288,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30288,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30288,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30288,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30292,3,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30292,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30292,3,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30292,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30293,3,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30293,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30295,5,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30295,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30295,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30295,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30295,8,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30295,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30305,2,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30305,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30305,1,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30305,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30306,5,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30306,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30307,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30307,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30309,3,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30309,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30311,2,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30311,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30315,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30315,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30319,6,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30319,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30324,3,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30324,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30327,3,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30327,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30338,1,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30338,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30338,1,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30338,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30339,8,00,,,00,13,,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30339,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30339,2,00,,,00,13,,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30339,GA,13,YEAR,,UNITED STATES
CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,CROP TOTALS,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,GEORGIA,9000,,ZIP CODE,00000000,ALL CLASSES,30339,2,00,,,00,13,,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,30339,GA,13,YEAR,,UNITED STATES
