region_desc,unit_desc,year,congr_district_code,freq_desc,domain_desc,util_practice_desc,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,country_name,asd_code,Value,end_code,county_name,begin_code,county_code,week_ending,state_ansi,prodn_practice_desc,asd_desc,sector_desc,load_time,country_code,state_name,agg_level_desc,watershed_desc,class_desc,watershed_code,zip_5,source_desc,statisticcat_desc,short_desc,domaincat_desc,CV (%),commodity_desc,group_desc
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97638,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97638,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97641,YEAR,UNITED STATES,,34,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97641,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97641,YEAR,UNITED STATES,,17,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97641,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97641,YEAR,UNITED STATES,,15,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97641,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97701,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97701,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97701,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97701,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97701,YEAR,UNITED STATES,,3,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97701,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97703,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97703,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97703,YEAR,UNITED STATES,,6,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97703,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97707,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97707,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97707,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97707,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97709,YEAR,UNITED STATES,,3,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97709,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97709,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97709,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97709,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97709,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97710,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97710,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97712,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97712,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97712,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97712,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97720,YEAR,UNITED STATES,,14,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97720,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97720,YEAR,UNITED STATES,,10,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97720,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97720,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97720,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97721,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97721,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97721,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97721,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97722,YEAR,UNITED STATES,,3,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97722,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97732,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97732,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97732,YEAR,UNITED STATES,,4,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97732,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97734,YEAR,UNITED STATES,,5,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97734,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97734,YEAR,UNITED STATES,,11,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97734,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97734,YEAR,UNITED STATES,,8,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97734,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97735,YEAR,UNITED STATES,,10,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97735,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97735,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97735,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97735,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97735,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97736,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97736,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97738,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97738,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97738,YEAR,UNITED STATES,,4,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97738,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97738,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97738,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97741,YEAR,UNITED STATES,,21,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97741,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97741,YEAR,UNITED STATES,,36,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97741,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97741,YEAR,UNITED STATES,,31,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97741,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97750,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97750,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97751,YEAR,UNITED STATES,,2,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97751,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97752,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97752,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97753,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97753,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97753,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97753,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97753,YEAR,UNITED STATES,,3,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97753,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97754,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97754,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97754,YEAR,UNITED STATES,,8,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97754,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97754,YEAR,UNITED STATES,,8,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97754,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97756,YEAR,UNITED STATES,,12,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97756,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97756,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97756,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97758,YEAR,UNITED STATES,,5,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97758,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97758,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97758,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97758,YEAR,UNITED STATES,,6,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97758,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97759,YEAR,UNITED STATES,,3,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97759,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97760,YEAR,UNITED STATES,,7,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97760,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97760,YEAR,UNITED STATES,,9,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97760,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97760,YEAR,UNITED STATES,,3,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97760,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97761,YEAR,UNITED STATES,,1,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97761,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97801,YEAR,UNITED STATES,,31,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97801,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97801,YEAR,UNITED STATES,,43,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97801,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97801,YEAR,UNITED STATES,,37,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97801,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97810,YEAR,UNITED STATES,,12,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97810,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97810,YEAR,UNITED STATES,,15,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97810,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,41,OR,97810,YEAR,UNITED STATES,,13,00,,00,,,41,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,OREGON,ZIP CODE,,ALL CLASSES,00000000,97810,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
