prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,county_name,end_code,region_desc,group_desc,asd_code,domaincat_desc,year,CV (%),location_desc,short_desc,class_desc,begin_code,state_alpha,util_practice_desc,asd_desc,freq_desc,state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,statisticcat_desc,week_ending,state_name,unit_desc,reference_period_desc,agg_level_desc,commodity_desc,zip_5,source_desc,country_code,domain_desc,state_ansi,country_name
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,16,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45347,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45347,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,8,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45347,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45347,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,5,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45347,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45347,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,14,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45348,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45348,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45348,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45348,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45350,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45350,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45350,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45350,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45350,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45350,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45351,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45351,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,2,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45351,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45351,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45354,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45354,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45354,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45354,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45354,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45354,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,22,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45356,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45356,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,22,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45356,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45356,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,16,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45356,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45356,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,4,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45359,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45359,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,2,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45359,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45359,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45359,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45359,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,16,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45362,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45362,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,8,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45362,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45362,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45362,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45362,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,13,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45363,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45363,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,3,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45363,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45363,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,2,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45363,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45363,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,55,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45365,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45365,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,35,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45365,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45365,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,29,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45365,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45365,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,32,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45368,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45368,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,29,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45368,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45368,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,22,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45368,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45368,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,12,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45369,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45369,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,12,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45369,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45369,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,12,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45369,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45369,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45370,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45370,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45370,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45370,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,15,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45371,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45371,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,10,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45371,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45371,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,8,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45371,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45371,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,23,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45373,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45373,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,17,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45373,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45373,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,20,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45373,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45373,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,47,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45380,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45380,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,23,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45380,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45380,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,14,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45380,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45380,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,12,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45381,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45381,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,10,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45381,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45381,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,13,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45381,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45381,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,8,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45382,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45382,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,8,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45382,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45382,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,5,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45382,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45382,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,4,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45383,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45383,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,4,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45383,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45383,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45383,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45383,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,30,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45385,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45385,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,29,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45385,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45385,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,21,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45385,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45385,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45387,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45387,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,5,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45387,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45387,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45387,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45387,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,14,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2022,,45388,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45388,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,7,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2017,,45388,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45388,CENSUS,9000,SALES,39,UNITED STATES
ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,,00,,CROP TOTALS,,"SALES: (250,000 OR MORE $)",2007,,45388,CROP TOTALS - OPERATIONS WITH SALES,ALL CLASSES,00,OH,ALL UTILIZATION PRACTICES,,ANNUAL,39,,,00000000,,SALES,,OHIO,OPERATIONS,YEAR,ZIP CODE,CROP TOTALS,45388,CENSUS,9000,SALES,39,UNITED STATES
