group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,zip_5,watershed_desc,agg_level_desc,class_desc,watershed_code,state_name,country_code,sector_desc,prodn_practice_desc,asd_desc,load_time,county_code,begin_code,week_ending,state_ansi,county_name,Value,end_code,country_name,asd_code,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,region_desc,year,unit_desc
CROP TOTALS,NAICS CLASSIFICATION: (112111),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (112111),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"6,352,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (112112),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (112112),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (112112),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (112112),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (112112),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"3,509,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (11212),CROP TOTALS,(L),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,"5,311,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11212),CROP TOTALS,0.7,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"1,315,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11212),CROP TOTALS,0.5,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,"1,534,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11212),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"403,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (11212),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"544,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (1122),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (1122),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (1123),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (1123),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (1123),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (1123),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (1123),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (11231),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11231),CROP TOTALS,53.4,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"5,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11231),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11232),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11239),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11239),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (11239),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (1124),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (1124),CROP TOTALS,83.2,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"2,375,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (1124),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (1124),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (1124),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (11241),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11241),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11241),CROP TOTALS,(H),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,"639,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11241),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (11241),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (11242),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11242),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11242),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (1129),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (1129),CROP TOTALS,65.1,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"772,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (1129),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (1129),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (1129),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (11291),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11291),CROP TOTALS,(H),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"7,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11291),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11291),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (11292),CROP TOTALS,(H),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,"392,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11292),CROP TOTALS,(H),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"60,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11292),CROP TOTALS,52.1,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,"326,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11292),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"21,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (11292),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"6,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NAICS CLASSIFICATION: (11299),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-07-02 12:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2022,$
CROP TOTALS,NAICS CLASSIFICATION: (11299),CROP TOTALS,71.4,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 00:00:00.000,,00,,32,,"705,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2017,$
CROP TOTALS,NAICS CLASSIFICATION: (11299),CROP TOTALS,(D),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-12-31 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2012,$
CROP TOTALS,NAICS CLASSIFICATION: (11299),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,"61,000",00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2007,$
CROP TOTALS,NAICS CLASSIFICATION: (11299),CROP TOTALS,,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,                 (D),00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,,2002,$
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L),SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,COUNTY,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,NORTHWEST,2024-07-02 12:00:00.000,001,00,,32,CHURCHILL,"21,635,000",00,UNITED STATES,10,001,32,NV,"NEVADA, NORTHWEST, CHURCHILL",YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2022,$
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,38.3,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,COUNTY,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,NORTHWEST,2018-02-01 00:00:00.000,001,00,,32,CHURCHILL,"19,873,000",00,UNITED STATES,10,001,32,NV,"NEVADA, NORTHWEST, CHURCHILL",YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2017,$
CROP TOTALS,NOT SPECIFIED,CROP TOTALS,38.2,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,,,COUNTY,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,NORTHWEST,2012-12-31 00:00:00.000,001,00,,32,CHURCHILL,"31,004,000",00,UNITED STATES,10,001,32,NV,"NEVADA, NORTHWEST, CHURCHILL",YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,,2012,$
