short_desc,statisticcat_desc,source_desc,group_desc,commodity_desc,CV (%),domaincat_desc,state_name,country_code,load_time,sector_desc,prodn_practice_desc,asd_desc,zip_5,class_desc,watershed_code,watershed_desc,agg_level_desc,end_code,Value,state_ansi,week_ending,county_code,begin_code,county_name,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,country_name,asd_code,state_alpha,reference_period_desc,location_desc,state_fips_code,county_ansi
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58443,ALL CLASSES,00000000,,ZIP CODE,00,14,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58443,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58443,ALL CLASSES,00000000,,ZIP CODE,00,15,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58443,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58443,ALL CLASSES,00000000,,ZIP CODE,00,17,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58443,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58444,ALL CLASSES,00000000,,ZIP CODE,00,19,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58444,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58444,ALL CLASSES,00000000,,ZIP CODE,00,7,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58444,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58444,ALL CLASSES,00000000,,ZIP CODE,00,10,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58444,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58445,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58445,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58445,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58445,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58445,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58445,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58448,ALL CLASSES,00000000,,ZIP CODE,00,20,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58448,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58448,ALL CLASSES,00000000,,ZIP CODE,00,20,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58448,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58448,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58448,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58451,ALL CLASSES,00000000,,ZIP CODE,00,11,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58451,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58451,ALL CLASSES,00000000,,ZIP CODE,00,11,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58451,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58451,ALL CLASSES,00000000,,ZIP CODE,00,8,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58451,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58454,ALL CLASSES,00000000,,ZIP CODE,00,28,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58454,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58454,ALL CLASSES,00000000,,ZIP CODE,00,26,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58454,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58454,ALL CLASSES,00000000,,ZIP CODE,00,21,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58454,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58455,ALL CLASSES,00000000,,ZIP CODE,00,28,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58455,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58455,ALL CLASSES,00000000,,ZIP CODE,00,23,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58455,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58455,ALL CLASSES,00000000,,ZIP CODE,00,18,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58455,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58456,ALL CLASSES,00000000,,ZIP CODE,00,20,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58456,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58456,ALL CLASSES,00000000,,ZIP CODE,00,32,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58456,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58456,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58456,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58458,ALL CLASSES,00000000,,ZIP CODE,00,54,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58458,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58458,ALL CLASSES,00000000,,ZIP CODE,00,56,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58458,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58458,ALL CLASSES,00000000,,ZIP CODE,00,46,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58458,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58460,ALL CLASSES,00000000,,ZIP CODE,00,1,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58460,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58460,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58460,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58460,ALL CLASSES,00000000,,ZIP CODE,00,7,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58460,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58461,ALL CLASSES,00000000,,ZIP CODE,00,28,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58461,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58461,ALL CLASSES,00000000,,ZIP CODE,00,36,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58461,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58461,ALL CLASSES,00000000,,ZIP CODE,00,38,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58461,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58463,ALL CLASSES,00000000,,ZIP CODE,00,19,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58463,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58463,ALL CLASSES,00000000,,ZIP CODE,00,16,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58463,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58463,ALL CLASSES,00000000,,ZIP CODE,00,16,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58463,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58464,ALL CLASSES,00000000,,ZIP CODE,00,11,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58464,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58464,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58464,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58464,ALL CLASSES,00000000,,ZIP CODE,00,5,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58464,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58466,ALL CLASSES,00000000,,ZIP CODE,00,25,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58466,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58466,ALL CLASSES,00000000,,ZIP CODE,00,30,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58466,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58466,ALL CLASSES,00000000,,ZIP CODE,00,25,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58466,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58467,ALL CLASSES,00000000,,ZIP CODE,00,21,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58467,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58467,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58467,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58467,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58467,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58472,ALL CLASSES,00000000,,ZIP CODE,00,37,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58472,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58472,ALL CLASSES,00000000,,ZIP CODE,00,11,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58472,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58472,ALL CLASSES,00000000,,ZIP CODE,00,12,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58472,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58474,ALL CLASSES,00000000,,ZIP CODE,00,56,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58474,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58474,ALL CLASSES,00000000,,ZIP CODE,00,64,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58474,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58474,ALL CLASSES,00000000,,ZIP CODE,00,62,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58474,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58475,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58475,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58475,ALL CLASSES,00000000,,ZIP CODE,00,5,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58475,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58475,ALL CLASSES,00000000,,ZIP CODE,00,1,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58475,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58476,ALL CLASSES,00000000,,ZIP CODE,00,16,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58476,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58476,ALL CLASSES,00000000,,ZIP CODE,00,14,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58476,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58476,ALL CLASSES,00000000,,ZIP CODE,00,15,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58476,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58477,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58477,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58477,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58477,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58477,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58477,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58478,ALL CLASSES,00000000,,ZIP CODE,00,7,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58478,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58478,ALL CLASSES,00000000,,ZIP CODE,00,7,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58478,38,
