asd_code,group_desc,end_code,region_desc,domaincat_desc,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,county_name,begin_code,class_desc,freq_desc,state_alpha,util_practice_desc,asd_desc,short_desc,location_desc,CV (%),year,state_name,unit_desc,week_ending,statisticcat_desc,agg_level_desc,reference_period_desc,congr_district_code,county_code,state_fips_code,county_ansi,watershed_code,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,8,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38754,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38754,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,50,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38756,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38756,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,36,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38756,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38756,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,38,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38756,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38756,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,6,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38759,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38759,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,14,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38759,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38759,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,8,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38759,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38759,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,6,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38760,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38760,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,6,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38760,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38760,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38760,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38760,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,5,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38761,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38761,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,9,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38761,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38761,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,3,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38761,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38761,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,13,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38762,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38762,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,8,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38762,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38762,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,4,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38762,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38762,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38764,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38764,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38764,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38764,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38764,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38764,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38765,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38765,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,3,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38765,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38765,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38765,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38765,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38767,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38767,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38767,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38767,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38767,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38767,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38768,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38768,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,20,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38769,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38769,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,12,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38769,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38769,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,14,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38769,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38769,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,3,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38771,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38771,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,5,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38771,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38771,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,6,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38771,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38771,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,7,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38772,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38772,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38772,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38772,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,4,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38772,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38772,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,13,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38773,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38773,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,23,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38773,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38773,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,22,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38773,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38773,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,21,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38774,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38774,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,10,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38774,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38774,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,10,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38774,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38774,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38776,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38776,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,6,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38776,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38776,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,6,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38776,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38776,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,13,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38778,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38778,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,10,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38778,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38778,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,11,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38778,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38778,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,4,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38782,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38782,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38801,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38801,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38801,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38801,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,11,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38804,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38804,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,7,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38804,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38804,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,3,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38804,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38804,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,13,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38824,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38824,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,5,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38824,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38824,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38824,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38824,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,3,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38826,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38826,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38827,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38827,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38827,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38827,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38828,,2017,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38828,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38828,,2007,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38828,CROP TOTALS,9000,CENSUS
,CROP TOTALS,00,,"SALES: (250,000 OR MORE $)",,14,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,00,ALL CLASSES,ANNUAL,MS,ALL UTILIZATION PRACTICES,,CROP TOTALS - OPERATIONS WITH SALES,38829,,2022,MISSISSIPPI,OPERATIONS,,SALES,ZIP CODE,YEAR,,,28,,00000000,28,SALES,UNITED STATES,38829,CROP TOTALS,9000,CENSUS
