region_desc,unit_desc,year,congr_district_code,freq_desc,domain_desc,util_practice_desc,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,asd_code,country_name,Value,end_code,county_name,begin_code,county_code,week_ending,state_ansi,prodn_practice_desc,asd_desc,sector_desc,load_time,country_code,state_name,agg_level_desc,watershed_desc,watershed_code,class_desc,zip_5,source_desc,statisticcat_desc,short_desc,domaincat_desc,CV (%),commodity_desc,group_desc
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67356,YEAR,,UNITED STATES,21,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67356,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67356,YEAR,,UNITED STATES,10,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67356,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67357,YEAR,,UNITED STATES,11,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67357,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67357,YEAR,,UNITED STATES,15,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67357,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67357,YEAR,,UNITED STATES,8,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67357,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67361,YEAR,,UNITED STATES,1,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67361,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67361,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67361,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67361,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67361,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67363,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67363,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67363,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67363,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67401,YEAR,,UNITED STATES,17,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67401,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67401,YEAR,,UNITED STATES,16,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67401,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67401,YEAR,,UNITED STATES,11,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67401,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67402,YEAR,,UNITED STATES,3,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67402,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67410,YEAR,,UNITED STATES,54,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67410,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67410,YEAR,,UNITED STATES,40,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67410,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67410,YEAR,,UNITED STATES,22,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67410,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67416,YEAR,,UNITED STATES,5,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67416,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67416,YEAR,,UNITED STATES,10,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67416,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67416,YEAR,,UNITED STATES,3,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67416,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67417,YEAR,,UNITED STATES,6,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67417,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67417,YEAR,,UNITED STATES,4,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67417,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67417,YEAR,,UNITED STATES,1,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67417,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67418,YEAR,,UNITED STATES,4,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67418,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67418,YEAR,,UNITED STATES,16,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67418,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67418,YEAR,,UNITED STATES,7,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67418,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67420,YEAR,,UNITED STATES,89,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67420,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67420,YEAR,,UNITED STATES,65,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67420,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67420,YEAR,,UNITED STATES,51,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67420,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67422,YEAR,,UNITED STATES,11,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67422,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67422,YEAR,,UNITED STATES,3,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67422,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67422,YEAR,,UNITED STATES,3,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67422,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67423,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67423,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67423,YEAR,,UNITED STATES,4,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67423,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67423,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67423,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67425,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67425,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67425,YEAR,,UNITED STATES,1,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67425,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67427,YEAR,,UNITED STATES,7,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67427,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67427,YEAR,,UNITED STATES,12,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67427,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67427,YEAR,,UNITED STATES,6,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67427,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67428,YEAR,,UNITED STATES,16,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67428,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67428,YEAR,,UNITED STATES,10,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67428,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67428,YEAR,,UNITED STATES,4,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67428,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67430,YEAR,,UNITED STATES,9,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67430,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67430,YEAR,,UNITED STATES,8,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67430,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67430,YEAR,,UNITED STATES,12,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67430,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67431,YEAR,,UNITED STATES,15,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67431,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67431,YEAR,,UNITED STATES,20,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67431,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67431,YEAR,,UNITED STATES,6,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67431,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67432,YEAR,,UNITED STATES,53,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67432,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67432,YEAR,,UNITED STATES,56,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67432,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67432,YEAR,,UNITED STATES,36,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67432,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67436,YEAR,,UNITED STATES,25,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67436,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67436,YEAR,,UNITED STATES,18,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67436,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67436,YEAR,,UNITED STATES,9,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67436,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67437,YEAR,,UNITED STATES,24,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67437,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67437,YEAR,,UNITED STATES,15,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67437,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67437,YEAR,,UNITED STATES,12,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67437,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67438,YEAR,,UNITED STATES,12,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67438,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67438,YEAR,,UNITED STATES,1,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67438,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67439,YEAR,,UNITED STATES,17,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67439,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67439,YEAR,,UNITED STATES,7,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67439,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,67439,YEAR,,UNITED STATES,4,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,67439,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (250,000 OR MORE $)",,CROP TOTALS,CROP TOTALS
