CV (%),commodity_desc,domaincat_desc,group_desc,source_desc,short_desc,statisticcat_desc,watershed_code,class_desc,watershed_desc,agg_level_desc,zip_5,load_time,sector_desc,prodn_practice_desc,asd_desc,state_name,country_code,county_name,week_ending,state_ansi,county_code,begin_code,end_code,Value,location_desc,state_fips_code,reference_period_desc,state_alpha,county_ansi,country_name,asd_code,year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83856,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83856,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83856,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83856,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83856,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83856,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83857,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83857,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83857,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83857,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83857,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83857,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83858,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83858,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83858,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83858,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83861,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83861,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83861,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83861,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83861,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83861,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83864,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83864,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83864,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83864,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83864,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83864,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83870,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83870,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83870,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83870,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83870,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83870,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83871,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,15,83871,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83871,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,15,83871,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83871,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,12,83871,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83872,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83872,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83872,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83872,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83876,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83876,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83876,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83876,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83876,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,6,83876,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,99999,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,64,99999,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,99999,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,46,99999,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,99999,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,31,99999,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,STATE,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,"1,996",IDAHO,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83201,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83201,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83201,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83201,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83201,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83201,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83202,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,6,83202,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83202,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,8,83202,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83202,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83202,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83203,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83203,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83203,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83203,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83204,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83204,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83204,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83204,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83204,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83204,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83210,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,9,83210,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83210,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83210,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83210,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,15,83210,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83211,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83211,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83211,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,15,83211,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83211,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,27,83211,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83212,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83212,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83212,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83212,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83212,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83212,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83213,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83213,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83213,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,7,83213,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83213,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83213,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83214,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83214,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83214,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83214,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83214,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83214,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83217,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,12,83217,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83217,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,12,83217,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83217,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,17,83217,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83220,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83220,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83221,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,37,83221,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83221,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,39,83221,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83221,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,47,83221,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83223,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83223,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
