commodity_desc,zip_5,country_code,source_desc,domain_desc,state_ansi,country_name,state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,state_name,unit_desc,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,short_desc,location_desc,CV (%),year,begin_code,class_desc,freq_desc,asd_desc,state_alpha,util_practice_desc,Value,watershed_desc,prodn_practice_desc,sector_desc,load_time,county_name,asd_code,region_desc,end_code,group_desc,domaincat_desc
CROP TOTALS,70764,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70764,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70764,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70764,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70764,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70764,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70767,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70767,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,7,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70767,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70767,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,4,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70767,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70767,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,4,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70769,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70769,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,7,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70770,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70770,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70770,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70770,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70775,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70775,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70775,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70775,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70775,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70775,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70776,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70776,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70776,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70776,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70777,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70777,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70777,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70777,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70780,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70780,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70783,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70783,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,7,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70788,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70788,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70788,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70788,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70789,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70789,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70791,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70791,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,4,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70791,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70791,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70791,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70791,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70801,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70801,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70801,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70801,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70803,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70803,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70808,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70808,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,4,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70808,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70808,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70809,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70809,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70809,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70809,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70810,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70810,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,4,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70810,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70810,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70816,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70816,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,7,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70816,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70816,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70817,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70817,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70818,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70818,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70820,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70820,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70820,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70820,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70896,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70896,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,70898,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,70898,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71001,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71001,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71001,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71001,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71003,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71003,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71003,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71003,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71004,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71004,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71004,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71004,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71006,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71006,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71006,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71006,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71009,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71009,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71016,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71016,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71016,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71016,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71016,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71016,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71019,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71019,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71019,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71019,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,5,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71019,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71019,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,5,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71024,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71024,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,2,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71027,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71027,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71029,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71029,,2022,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71029,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71029,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,3,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71029,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71029,,2007,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
CROP TOTALS,71030,9000,CENSUS,SALES,22,UNITED STATES,22,,,00000000,,LOUISIANA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS - OPERATIONS WITH SALES,71030,,2017,00,ALL CLASSES,ANNUAL,,LA,ALL UTILIZATION PRACTICES,1,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (50,000 TO 249,999 $)"
