reference_period_desc,agg_level_desc,week_ending,statisticcat_desc,unit_desc,state_name,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,source_desc,country_code,zip_5,commodity_desc,domaincat_desc,group_desc,region_desc,end_code,asd_code,county_name,load_time,sector_desc,prodn_practice_desc,watershed_desc,Value,state_alpha,asd_desc,util_practice_desc,freq_desc,begin_code,class_desc,CV (%),year,location_desc,short_desc
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23829,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23829,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23829,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23829,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23830,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23830,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23830,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23830,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23830,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23830,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23831,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23831,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23832,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23832,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23833,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23833,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23833,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23833,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23833,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23833,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23834,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23834,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23836,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23836,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23836,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23836,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23836,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23836,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23837,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23837,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23837,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23837,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23837,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23837,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23838,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23838,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23838,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23838,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23839,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23839,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23840,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23840,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23840,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23840,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23841,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23841,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23841,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23841,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23842,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23842,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23842,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23842,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23842,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23842,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23843,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23843,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23844,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23844,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23844,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23844,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23846,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23846,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23846,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23846,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23846,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23846,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23847,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23847,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23847,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23847,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23847,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23847,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23850,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23850,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23850,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23850,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23851,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23851,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23851,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23851,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23851,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23851,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23856,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23856,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23856,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23856,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23857,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23857,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23866,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23866,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23866,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23866,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23866,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23866,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23867,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23867,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23867,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23867,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23867,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23867,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23868,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23868,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23868,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,8,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23868,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23868,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23868,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23872,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23872,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23872,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23872,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23874,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23874,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23874,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23874,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23874,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23874,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23875,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23875,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23875,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,23875,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23875,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,23875,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,23876,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,23876,CROP TOTALS - OPERATIONS WITH SALES
