group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,zip_5,agg_level_desc,watershed_desc,class_desc,watershed_code,country_code,state_name,prodn_practice_desc,asd_desc,sector_desc,load_time,begin_code,county_code,week_ending,state_ansi,county_name,Value,end_code,country_name,asd_code,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59405,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,13,00,UNITED STATES,,,30,MT,59405,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59405,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,7,00,UNITED STATES,,,30,MT,59405,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59406,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59406,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59406,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,1,00,UNITED STATES,,,30,MT,59406,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59406,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59406,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59410,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59410,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59410,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,8,00,UNITED STATES,,,30,MT,59410,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59410,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59410,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59412,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59412,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59412,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59412,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59412,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,5,00,UNITED STATES,,,30,MT,59412,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59416,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,30,00,UNITED STATES,,,30,MT,59416,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59416,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,22,00,UNITED STATES,,,30,MT,59416,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59416,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,23,00,UNITED STATES,,,30,MT,59416,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59417,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,3,00,UNITED STATES,,,30,MT,59417,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59417,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,3,00,UNITED STATES,,,30,MT,59417,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59417,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59417,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59418,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59418,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59418,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59418,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59418,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59418,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59419,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,1,00,UNITED STATES,,,30,MT,59419,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59419,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59419,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59419,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,1,00,UNITED STATES,,,30,MT,59419,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59420,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,27,00,UNITED STATES,,,30,MT,59420,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59420,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,18,00,UNITED STATES,,,30,MT,59420,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59420,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,16,00,UNITED STATES,,,30,MT,59420,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59421,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,3,00,UNITED STATES,,,30,MT,59421,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59421,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,10,00,UNITED STATES,,,30,MT,59421,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59421,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59421,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59422,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,15,00,UNITED STATES,,,30,MT,59422,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59422,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,13,00,UNITED STATES,,,30,MT,59422,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59422,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,16,00,UNITED STATES,,,30,MT,59422,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59424,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,5,00,UNITED STATES,,,30,MT,59424,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59424,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59424,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59424,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59424,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59425,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,35,00,UNITED STATES,,,30,MT,59425,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59425,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,41,00,UNITED STATES,,,30,MT,59425,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59425,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,31,00,UNITED STATES,,,30,MT,59425,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59427,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,36,00,UNITED STATES,,,30,MT,59427,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59427,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,38,00,UNITED STATES,,,30,MT,59427,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59427,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,22,00,UNITED STATES,,,30,MT,59427,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59430,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,31,00,UNITED STATES,,,30,MT,59430,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59430,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,17,00,UNITED STATES,,,30,MT,59430,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59430,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,13,00,UNITED STATES,,,30,MT,59430,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59432,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,4,00,UNITED STATES,,,30,MT,59432,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59433,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,34,00,UNITED STATES,,,30,MT,59433,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59433,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,21,00,UNITED STATES,,,30,MT,59433,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59433,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,32,00,UNITED STATES,,,30,MT,59433,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59435,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,1,00,UNITED STATES,,,30,MT,59435,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59435,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,2,00,UNITED STATES,,,30,MT,59435,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59436,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,38,00,UNITED STATES,,,30,MT,59436,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59436,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,30,00,UNITED STATES,,,30,MT,59436,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59436,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,19,00,UNITED STATES,,,30,MT,59436,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59440,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,24,00,UNITED STATES,,,30,MT,59440,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59440,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,21,00,UNITED STATES,,,30,MT,59440,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59440,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,14,00,UNITED STATES,,,30,MT,59440,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59442,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,49,00,UNITED STATES,,,30,MT,59442,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59442,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,50,00,UNITED STATES,,,30,MT,59442,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59442,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,35,00,UNITED STATES,,,30,MT,59442,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59443,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,1,00,UNITED STATES,,,30,MT,59443,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59443,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,00,,,30,,1,00,UNITED STATES,,,30,MT,59443,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59444,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,00,,,30,,19,00,UNITED STATES,,,30,MT,59444,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022
CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,59444,ZIP CODE,,ALL CLASSES,00000000,9000,MONTANA,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,00,,,30,,17,00,UNITED STATES,,,30,MT,59444,YEAR,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017
