congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,asd_code,country_name,county_ansi,state_alpha,reference_period_desc,state_fips_code,location_desc,Value,end_code,begin_code,county_code,week_ending,state_ansi,county_name,country_code,state_name,prodn_practice_desc,asd_desc,sector_desc,load_time,zip_5,agg_level_desc,watershed_desc,class_desc,watershed_code,statisticcat_desc,short_desc,source_desc,group_desc,domaincat_desc,commodity_desc,CV (%)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,005,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, BRISTOL","27,679,000",00,00,005,,25,BRISTOL,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,005,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, BRISTOL","29,899,000",00,00,005,,25,BRISTOL,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,005,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, BRISTOL","36,559,000",00,00,005,,25,BRISTOL,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,005,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, BRISTOL","22,325,000",00,00,005,,25,BRISTOL,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,005,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, BRISTOL","27,561,000",00,00,005,,25,BRISTOL,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,007,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, DUKES","2,045,000",00,00,007,,25,DUKES,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,007,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, DUKES","3,313,000",00,00,007,,25,DUKES,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,007,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, DUKES","2,509,000",00,00,007,,25,DUKES,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,007,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, DUKES","2,261,000",00,00,007,,25,DUKES,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,007,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, DUKES","895,000",00,00,007,,25,DUKES,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,007,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, DUKES","1,171,000",00,00,007,,25,DUKES,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,009,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, ESSEX","28,240,000",00,00,009,,25,ESSEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,009,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, ESSEX","28,454,000",00,00,009,,25,ESSEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,009,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, ESSEX","18,053,000",00,00,009,,25,ESSEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,009,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, ESSEX","18,990,000",00,00,009,,25,ESSEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,009,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, ESSEX","20,072,000",00,00,009,,25,ESSEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,009,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, ESSEX","22,347,000",00,00,009,,25,ESSEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,011,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, FRANKLIN","64,926,000",00,00,011,,25,FRANKLIN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,011,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, FRANKLIN","50,296,000",00,00,011,,25,FRANKLIN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,011,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, FRANKLIN","39,064,000",00,00,011,,25,FRANKLIN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,011,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, FRANKLIN","36,230,000",00,00,011,,25,FRANKLIN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,011,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, FRANKLIN","27,190,000",00,00,011,,25,FRANKLIN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,011,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, FRANKLIN","25,588,000",00,00,011,,25,FRANKLIN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,013,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPDEN","22,834,000",00,00,013,,25,HAMPDEN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,013,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPDEN","21,571,000",00,00,013,,25,HAMPDEN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,013,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPDEN","17,377,000",00,00,013,,25,HAMPDEN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,013,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPDEN","21,424,000",00,00,013,,25,HAMPDEN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,013,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPDEN","20,197,000",00,00,013,,25,HAMPDEN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,013,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPDEN","25,509,000",00,00,013,,25,HAMPDEN,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,015,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPSHIRE","46,152,000",00,00,015,,25,HAMPSHIRE,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,015,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPSHIRE","35,361,000",00,00,015,,25,HAMPSHIRE,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,015,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPSHIRE","37,203,000",00,00,015,,25,HAMPSHIRE,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,015,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPSHIRE","28,510,000",00,00,015,,25,HAMPSHIRE,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,015,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPSHIRE","24,110,000",00,00,015,,25,HAMPSHIRE,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,015,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, HAMPSHIRE","26,272,000",00,00,015,,25,HAMPSHIRE,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,017,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, MIDDLESEX","76,891,000",00,00,017,,25,MIDDLESEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,017,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, MIDDLESEX","55,825,000",00,00,017,,25,MIDDLESEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,23.5
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,017,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, MIDDLESEX","68,696,000",00,00,017,,25,MIDDLESEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,017,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, MIDDLESEX","68,785,000",00,00,017,,25,MIDDLESEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,017,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, MIDDLESEX","55,192,000",00,00,017,,25,MIDDLESEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,017,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, MIDDLESEX","52,342,000",00,00,017,,25,MIDDLESEX,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,019,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NANTUCKET","2,898,000",00,00,019,,25,NANTUCKET,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,019,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NANTUCKET",                 (D),00,00,019,,25,NANTUCKET,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(D)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,019,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NANTUCKET","1,391,000",00,00,019,,25,NANTUCKET,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,019,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NANTUCKET",                 (D),00,00,019,,25,NANTUCKET,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,019,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NANTUCKET","2,677,000",00,00,019,,25,NANTUCKET,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,019,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NANTUCKET","3,044,000",00,00,019,,25,NANTUCKET,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2022,10,UNITED STATES,021,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NORFOLK","11,265,000",00,00,021,,25,NORFOLK,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2024-07-02 12:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(L)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2017,10,UNITED STATES,021,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NORFOLK",                 (D),00,00,021,,25,NORFOLK,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2018-02-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,(D)
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2012,10,UNITED STATES,021,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NORFOLK","9,473,000",00,00,021,,25,NORFOLK,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-12-31 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,8.6
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2007,10,UNITED STATES,021,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NORFOLK","12,985,000",00,00,021,,25,NORFOLK,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,2002,10,UNITED STATES,021,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NORFOLK","10,529,000",00,00,021,,25,NORFOLK,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,$,1997,10,UNITED STATES,021,MA,YEAR,25,"MASSACHUSETTS, ALL COUNTIES, NORFOLK","7,769,000",00,00,021,,25,NORFOLK,9000,MASSACHUSETTS,ALL PRODUCTION PRACTICES,ALL COUNTIES,CROPS,2012-01-01 00:00:00.000,,COUNTY,,ALL CLASSES,00000000,SALES,"CROP TOTALS - SALES, MEASURED IN $",CENSUS,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,
