Year,State,State_ANSI,County,County_ANSI,Crop_Yield,ZIndexValue,Anomaly
1997,MONTANA,30.0,POWELL,77,2353000,0.56,0.54
1997,MONTANA,30.0,RAVALLI,81,6770000,-0.18,-0.13
1997,MONTANA,30.0,SANDERS,89,4445000,0.54,0.58
1997,MONTANA,30.0,BIG HORN,3,27639000,0.0,-0.01
1997,MONTANA,30.0,CARBON,9,16342000,0.24,0.19
1997,MONTANA,30.0,PARK,67,6578000,0.68,0.65
1997,MONTANA,30.0,STILLWATER,95,8251000,0.07,0.06
1997,MONTANA,30.0,SWEET GRASS,97,2335000,-0.1,-0.12
1997,MONTANA,30.0,TREASURE,103,6310000,0.32,0.32
1997,MONTANA,30.0,YELLOWSTONE,111,31350000,0.03,0.06
1997,MONTANA,30.0,CARTER,11,3746000,0.1,0.08
1997,MONTANA,30.0,CUSTER,17,7566000,-0.35,-0.3
1997,MONTANA,30.0,FALLON,25,5420000,-0.07,-0.03
1997,MONTANA,30.0,POWDER RIVER,75,3018000,0.35,0.4
1997,MONTANA,30.0,PRAIRIE,79,6237000,0.34,0.32
1997,MONTANA,30.0,ROSEBUD,87,9097000,0.34,0.35
1997,MONTANA,30.0,WIBAUX,109,4330000,0.12,0.09
1997,MONTANA,30.0,BEAVERHEAD,1,12141000,0.58,0.62
1997,MONTANA,30.0,GALLATIN,31,34474000,-0.06,-0.1
1997,MONTANA,30.0,JEFFERSON,43,2066000,0.26,0.24
1997,MONTANA,30.0,MADISON,57,11126000,0.45,0.46
1997,MONTANA,30.0,SILVER BOW,93,320000,0.46,0.47
1997,NEBRASKA,31.0,BUFFALO,19,84298000,0.26,0.29
1997,NEBRASKA,31.0,CUSTER,41,75727000,-0.02,-0.01
1997,NEBRASKA,31.0,DAWSON,47,91103000,0.35,0.37
1997,NEBRASKA,31.0,GREELEY,77,18883000,0.56,0.54
1997,NEBRASKA,31.0,HALL,79,72460000,0.34,0.32
1997,NEBRASKA,31.0,HOWARD,93,38213000,0.46,0.47
1997,NEBRASKA,31.0,SHERMAN,163,24081000,-0.34,-0.44
1997,NEBRASKA,31.0,VALLEY,175,27118000,0.0,-0.1
1997,NEBRASKA,31.0,BUTLER,23,69187000,-0.43,-0.46
1997,NEBRASKA,31.0,CASS,25,58011000,-0.07,-0.03
1997,NEBRASKA,31.0,COLFAX,37,45827000,0.11,0.17
1997,NEBRASKA,31.0,DODGE,53,73867000,0.27,0.28
1997,NEBRASKA,31.0,DOUGLAS,55,25141000,0.15,0.14
1997,NEBRASKA,31.0,HAMILTON,81,99075000,-0.18,-0.13
1997,NEBRASKA,31.0,LANCASTER,109,61038000,0.12,0.09
1997,NEBRASKA,31.0,MERRICK,121,59966000,0.32,0.32
1997,NEBRASKA,31.0,NANCE,125,31102000,0.21,0.22
1997,NEBRASKA,31.0,PLATTE,141,82442000,0.16,0.16
1997,NEBRASKA,31.0,POLK,143,65318000,0.39,0.39
1997,NEBRASKA,31.0,SARPY,153,22574000,-0.42,-0.49
1997,NEBRASKA,31.0,SAUNDERS,155,84236000,-0.51,-0.55
1997,NEBRASKA,31.0,SEWARD,159,70448000,0.06,-0.04
1997,NEBRASKA,31.0,WASHINGTON,177,46069000,0.11,0.04
1997,NEBRASKA,31.0,YORK,185,104154000,0.0,-0.05
1997,NEBRASKA,31.0,ARTHUR,5,2000000,0.19,0.18
1997,NEBRASKA,31.0,BLAINE,9,1746000,0.24,0.19
1997,NEBRASKA,31.0,BOYD,15,10120000,0.44,0.44
1997,NEBRASKA,31.0,BROWN,17,16024000,-0.35,-0.3
1997,NEBRASKA,31.0,CHERRY,31,8225000,-0.06,-0.1
1997,NEBRASKA,31.0,GARFIELD,71,4628000,0.46,0.5
1997,NEBRASKA,31.0,GRANT,75,632000,0.35,0.4
1997,NEBRASKA,31.0,HOLT,89,86641000,0.54,0.58
1997,NEBRASKA,31.0,HOOKER,91,139000,-0.14,-0.12
1997,NEBRASKA,31.0,KEYA PAHA,103,4270000,0.32,0.32
1997,NEBRASKA,31.0,LOGAN,113,6565000,-0.09,-0.07
1997,NEBRASKA,31.0,LOUP,115,2451000,0.38,0.35
1997,NEBRASKA,31.0,MCPHERSON,117,1001000,0.34,0.36
1997,NEBRASKA,31.0,ROCK,149,14819000,0.92,0.92
1997,NEBRASKA,31.0,THOMAS,171,794000,-0.25,-0.28
1997,NEBRASKA,31.0,WHEELER,183,13567000,-0.54,-0.54
1997,NEBRASKA,31.0,ANTELOPE,3,77905000,0.0,-0.01
1997,NEBRASKA,31.0,BOONE,11,56815000,0.1,0.08
1997,NEBRASKA,31.0,BURT,21,61219000,0.23,0.28
1997,NEBRASKA,31.0,CEDAR,27,49530000,0.29,0.28
1997,NEBRASKA,31.0,CUMING,39,61430000,-0.07,-0.06
1997,NEBRASKA,31.0,DAKOTA,43,23573000,0.26,0.24
1997,NEBRASKA,31.0,DIXON,51,28147000,0.59,0.65
1997,NEBRASKA,31.0,KNOX,107,28806000,0.14,0.17
1997,NEBRASKA,31.0,MADISON,119,52757000,-0.63,-0.58
1997,NEBRASKA,31.0,PIERCE,139,46065000,0.54,0.55
1997,NEBRASKA,31.0,STANTON,167,28530000,-0.05,-0.17
1997,NEBRASKA,31.0,THURSTON,173,30499000,0.19,0.14
1997,NEBRASKA,31.0,WAYNE,179,38928000,-0.56,-0.58
1997,NEBRASKA,31.0,BANNER,7,14476000,0.16,0.2
1997,NEBRASKA,31.0,BOX BUTTE,13,62188000,0.11,0.16
1997,NEBRASKA,31.0,CHEYENNE,33,41384000,0.25,0.24
1997,NEBRASKA,31.0,DAWES,45,7543000,0.55,0.48
1997,NEBRASKA,31.0,DEUEL,49,17289000,0.27,0.3
1997,NEBRASKA,31.0,GARDEN,69,14611000,0.93,0.87
1997,NEBRASKA,31.0,KIMBALL,105,14279000,0.12,0.18
1997,NEBRASKA,31.0,MORRILL,123,36593000,-0.12,-0.07
1997,NEBRASKA,31.0,SCOTTS BLUFF,157,58225000,-0.36,-0.37
1997,NEBRASKA,31.0,SHERIDAN,161,19416000,-0.1,-0.15
1997,NEBRASKA,31.0,SIOUX,165,9370000,-0.57,-0.65
1997,NEBRASKA,31.0,ADAMS,1,80768000,0.58,0.62
1997,NEBRASKA,31.0,FRANKLIN,61,37895000,0.35,0.29
1997,NEBRASKA,31.0,FURNAS,65,40058000,-0.24,-0.21
1997,NEBRASKA,31.0,GOSPER,73,26649000,0.49,0.49
1997,NEBRASKA,31.0,HARLAN,83,35586000,0.58,0.6
1997,NEBRASKA,31.0,KEARNEY,99,85990000,0.18,0.25
1997,NEBRASKA,31.0,PHELPS,137,87965000,0.08,0.08
1997,NEBRASKA,31.0,WEBSTER,181,27147000,0.26,0.16
1997,NEBRASKA,31.0,CLAY,35,75869000,0.24,0.31
1997,NEBRASKA,31.0,FILLMORE,59,89600000,0.2,0.21
1997,NEBRASKA,31.0,GAGE,67,64015000,0.68,0.65
1997,NEBRASKA,31.0,JEFFERSON,95,42835000,0.07,0.06
1997,NEBRASKA,31.0,JOHNSON,97,17740000,-0.1,-0.12
1997,NEBRASKA,31.0,NEMAHA,127,36428000,0.41,0.39
1997,NEBRASKA,31.0,NUCKOLLS,129,39313000,-0.37,-0.41
1997,NEBRASKA,31.0,OTOE,131,48764000,0.22,0.25
1997,NEBRASKA,31.0,PAWNEE,133,14215000,0.2,0.17
1997,NEBRASKA,31.0,RICHARDSON,147,42080000,-0.01,-0.01
1997,NEBRASKA,31.0,SALINE,151,52785000,-0.24,-0.27
1997,NEBRASKA,31.0,THAYER,169,64827000,-0.15,-0.22
1997,NEBRASKA,31.0,CHASE,29,72913000,0.5,0.51
1997,NEBRASKA,31.0,DUNDY,57,40501000,0.45,0.46
1997,NEBRASKA,31.0,FRONTIER,63,27711000,-0.23,-0.21
1997,NEBRASKA,31.0,HAYES,85,18665000,0.7,0.68
1997,NEBRASKA,31.0,HITCHCOCK,87,23499000,0.34,0.35
1997,NEBRASKA,31.0,KEITH,101,33669000,0.65,0.67
1997,NEBRASKA,31.0,LINCOLN,111,73150000,0.03,0.06
1997,NEBRASKA,31.0,PERKINS,135,58050000,0.1,0.06
1997,NEBRASKA,31.0,RED WILLOW,145,38891000,0.06,0.11
1997,NEVADA,32.0,ELKO,7,4230000,0.16,0.2
1997,NEVADA,32.0,EUREKA,11,7106000,0.1,0.08
1997,NEVADA,32.0,LANDER,15,5421000,0.44,0.44
1997,NEVADA,32.0,WHITE PINE,33,1840000,0.25,0.24
1997,NEVADA,32.0,CHURCHILL,1,11754000,0.58,0.62
1997,NEVADA,32.0,DOUGLAS,5,2153000,0.19,0.18
1997,NEVADA,32.0,HUMBOLDT,13,39190000,0.11,0.16
1997,NEVADA,32.0,LYON,19,29703000,0.26,0.29
1997,NEVADA,32.0,PERSHING,27,14547000,0.29,0.28
1997,NEVADA,32.0,WASHOE,31,15172000,-0.06,-0.1
1997,NEVADA,32.0,CLARK,3,6357000,0.0,-0.01
1997,NEVADA,32.0,ESMERALDA,9,3417000,0.24,0.19
1997,NEVADA,32.0,LINCOLN,17,4049000,-0.35,-0.3
1997,NEVADA,32.0,MINERAL,21,783000,0.23,0.28
1997,NEVADA,32.0,NYE,23,7421000,-0.43,-0.46
1997,NEW HAMPSHIRE,33.0,BELKNAP,1,2544000,0.58,0.62
1997,NEW HAMPSHIRE,33.0,CARROLL,3,2670000,0.0,-0.01
1997,NEW HAMPSHIRE,33.0,CHESHIRE,5,3649000,0.19,0.18
1997,NEW HAMPSHIRE,33.0,COOS,7,1837000,0.16,0.2
1997,NEW HAMPSHIRE,33.0,GRAFTON,9,3307000,0.24,0.19
1997,NEW HAMPSHIRE,33.0,HILLSBOROUGH,11,12305000,0.1,0.08
1997,NEW HAMPSHIRE,33.0,MERRIMACK,13,20891000,0.11,0.16
1997,NEW HAMPSHIRE,33.0,ROCKINGHAM,15,13523000,0.44,0.44
1997,NEW HAMPSHIRE,33.0,STRAFFORD,17,6424000,-0.35,-0.3
1997,NEW HAMPSHIRE,33.0,SULLIVAN,19,10884000,0.26,0.29
1997,NEW JERSEY,34.0,BURLINGTON,5,76440000,0.19,0.18
1997,NEW JERSEY,34.0,MERCER,21,12290000,0.23,0.28
1997,NEW JERSEY,34.0,MIDDLESEX,23,33315000,-0.43,-0.46
1997,NEW JERSEY,34.0,MONMOUTH,25,63422000,-0.07,-0.03
1997,NEW JERSEY,34.0,OCEAN,29,5715000,0.5,0.51
1997,NEW JERSEY,34.0,BERGEN,3,8762000,0.0,-0.01
1997,NEW JERSEY,34.0,ESSEX,13,1237000,0.11,0.16
1997,NEW JERSEY,34.0,HUNTERDON,19,29044000,0.26,0.29
1997,NEW JERSEY,34.0,MORRIS,27,28996000,0.29,0.28
1997,NEW JERSEY,34.0,PASSAIC,31,3727000,-0.06,-0.1
1997,NEW JERSEY,34.0,SOMERSET,35,10491000,0.24,0.31
1997,NEW JERSEY,34.0,SUSSEX,37,11730000,0.11,0.17
1997,NEW JERSEY,34.0,UNION,39,9965000,-0.07,-0.06
1997,NEW JERSEY,34.0,WARREN,41,19673000,-0.02,-0.01
1997,NEW JERSEY,34.0,ATLANTIC,1,64372000,0.58,0.62
1997,NEW JERSEY,34.0,CAMDEN,7,17281000,0.16,0.2
1997,NEW JERSEY,34.0,CAPE MAY,9,6656000,0.24,0.19
1997,NEW JERSEY,34.0,CUMBERLAND,11,92134000,0.1,0.08
1997,NEW JERSEY,34.0,GLOUCESTER,15,61558000,0.44,0.44
1997,NEW JERSEY,34.0,SALEM,33,43738000,0.25,0.24
1997,NEW MEXICO,35.0,COLFAX,7,1770000,0.16,0.2
1997,NEW MEXICO,35.0,CURRY,9,47473000,0.24,0.19
1997,NEW MEXICO,35.0,DE BACA,11,4817000,0.1,0.08
1997,NEW MEXICO,35.0,GUADALUPE,19,271000,0.26,0.29
1997,NEW MEXICO,35.0,HARDING,21,27000,0.23,0.28
1997,NEW MEXICO,35.0,MORA,33,425000,0.25,0.24
1997,NEW MEXICO,35.0,QUAY,37,13370000,0.11,0.17
1997,NEW MEXICO,35.0,ROOSEVELT,41,39940000,-0.02,-0.01
1997,NEW MEXICO,35.0,SAN MIGUEL,47,1131000,0.35,0.37
1997,NEW MEXICO,35.0,TORRANCE,57,12040000,0.45,0.46
1997,NEW MEXICO,35.0,UNION,59,13428000,0.2,0.21
1997,NEW MEXICO,35.0,BERNALILLO,1,5951000,0.58,0.62
1997,NEW MEXICO,35.0,CIBOLA,6,180000,-0.45,-0.6
1997,NEW MEXICO,35.0,MCKINLEY,31,74000,-0.06,-0.1
1997,NEW MEXICO,35.0,RIO ARRIBA,39,2311000,-0.07,-0.06
1997,NEW MEXICO,35.0,SAN JUAN,45,38483000,0.55,0.48
1997,NEW MEXICO,35.0,SANDOVAL,43,2349000,0.26,0.24
1997,NEW MEXICO,35.0,SANTA FE,49,8507000,0.27,0.3
1997,NEW MEXICO,35.0,TAOS,55,1353000,0.15,0.14
1997,NEW MEXICO,35.0,VALENCIA,61,6685000,0.35,0.29
1997,NEW MEXICO,35.0,CHAVES,5,39125000,0.19,0.18
1997,NEW MEXICO,35.0,DONA ANA,13,138005000,0.11,0.16
1997,NEW MEXICO,35.0,EDDY,15,29686000,0.44,0.44
1997,NEW MEXICO,35.0,LEA,25,16219000,-0.07,-0.03
1997,NEW MEXICO,35.0,LINCOLN,27,116000,0.29,0.28
1997,NEW MEXICO,35.0,OTERO,35,3812000,0.24,0.31
1997,NEW MEXICO,35.0,CATRON,3,48000,0.0,-0.01
1997,NEW MEXICO,35.0,GRANT,17,238000,-0.35,-0.3
1997,NEW MEXICO,35.0,HIDALGO,23,14736000,-0.43,-0.46
1997,NEW MEXICO,35.0,LUNA,29,43579000,0.5,0.51
1997,NEW MEXICO,35.0,SIERRA,51,4603000,0.59,0.65
1997,NEW MEXICO,35.0,SOCORRO,53,5486000,0.27,0.28
1997,NEW YORK,36.0,CAYUGA,11,40467000,0.1,0.08
1997,NEW YORK,36.0,CHENANGO,17,4033000,-0.35,-0.3
1997,NEW YORK,36.0,CORTLAND,23,3401000,-0.43,-0.46
1997,NEW YORK,36.0,HERKIMER,43,3887000,0.26,0.24
1997,NEW YORK,36.0,MADISON,53,10351000,0.27,0.28
1997,NEW YORK,36.0,ONEIDA,65,16643000,-0.24,-0.21
1997,NEW YORK,36.0,ONONDAGA,67,21664000,0.68,0.65
1997,NEW YORK,36.0,OSWEGO,75,20220000,0.35,0.4
1997,NEW YORK,36.0,OTSEGO,77,4936000,0.56,0.54
1997,NEW YORK,36.0,ALBANY,1,7000000,0.58,0.62
1997,NEW YORK,36.0,FULTON,35,1508000,0.24,0.31
1997,NEW YORK,36.0,MONTGOMERY,57,8419000,0.45,0.46
1997,NEW YORK,36.0,RENSSELAER,83,10276000,0.58,0.6
1997,NEW YORK,36.0,SARATOGA,91,9487000,-0.14,-0.12
1997,NEW YORK,36.0,SCHENECTADY,93,4808000,0.46,0.47
1997,NEW YORK,36.0,SCHOHARIE,95,6247000,0.07,0.06
1997,NEW YORK,36.0,WASHINGTON,115,10701000,0.38,0.35
1997,NEW YORK,36.0,KINGS,47,416000,0.35,0.37
1997,NEW YORK,36.0,NASSAU,59,2906000,0.2,0.21
1997,NEW YORK,36.0,SUFFOLK,103,164788000,0.32,0.32
1997,NEW YORK,36.0,CLINTON,19,16271000,0.26,0.29
1997,NEW YORK,36.0,ESSEX,31,2604000,-0.06,-0.1
1997,NEW YORK,36.0,FRANKLIN,33,5894000,0.25,0.24
1997,NEW YORK,36.0,HAMILTON,41,76000,-0.02,-0.01
1997,NEW YORK,36.0,WARREN,113,1489000,-0.09,-0.07
1997,NEW YORK,36.0,JEFFERSON,45,7255000,0.55,0.48
1997,NEW YORK,36.0,LEWIS,49,3446000,0.27,0.3
1997,NEW YORK,36.0,ST LAWRENCE,89,6878000,0.54,0.58
1997,NEW YORK,36.0,COLUMBIA,21,19208000,0.23,0.28
1997,NEW YORK,36.0,DELAWARE,25,5166000,-0.07,-0.03
1997,NEW YORK,36.0,DUTCHESS,27,18078000,0.29,0.28
1997,NEW YORK,36.0,GREENE,39,3388000,-0.07,-0.06
1997,NEW YORK,36.0,ORANGE,71,50338000,0.46,0.5
1997,NEW YORK,36.0,PUTNAM,79,2810000,0.34,0.32
1997,NEW YORK,36.0,SULLIVAN,105,2164000,0.12,0.18
1997,NEW YORK,36.0,ULSTER,111,37891000,0.03,0.06
1997,NEW YORK,36.0,WESTCHESTER,119,8119000,-0.63,-0.58
1997,NEW YORK,36.0,BROOME,7,4825000,0.16,0.2
1997,NEW YORK,36.0,CHEMUNG,15,4445000,0.44,0.44
1997,NEW YORK,36.0,SCHUYLER,97,3715000,-0.1,-0.12
1997,NEW YORK,36.0,TIOGA,107,3400000,0.14,0.17
1997,NEW YORK,36.0,TOMPKINS,109,7909000,0.12,0.09
1997,NEW YORK,36.0,ALLEGANY,3,4477000,0.0,-0.01
1997,NEW YORK,36.0,CATTARAUGUS,9,11030000,0.24,0.19
1997,NEW YORK,36.0,CHAUTAUQUA,13,31357000,0.11,0.16
1997,NEW YORK,36.0,STEUBEN,101,25879000,0.65,0.67
1997,NEW YORK,36.0,ERIE,29,32522000,0.5,0.51
1997,NEW YORK,36.0,GENESEE,37,49907000,0.11,0.17
1997,NEW YORK,36.0,LIVINGSTON,51,28371000,0.59,0.65
1997,NEW YORK,36.0,MONROE,55,41223000,0.15,0.14
1997,NEW YORK,36.0,NIAGARA,63,40165000,-0.23,-0.21
1997,NEW YORK,36.0,ONTARIO,69,39834000,0.93,0.87
1997,NEW YORK,36.0,ORLEANS,73,55699000,0.49,0.49
1997,NEW YORK,36.0,SENECA,99,21571000,0.18,0.25
1997,NEW YORK,36.0,WAYNE,117,76923000,0.34,0.36
1997,NEW YORK,36.0,WYOMING,121,14336000,0.32,0.32
1997,NEW YORK,36.0,YATES,123,21893000,-0.12,-0.07
1997,NORTH CAROLINA,37.0,BEAUFORT,13,54670000,0.11,0.16
1997,NORTH CAROLINA,37.0,CARTERET,31,18144000,-0.06,-0.1
1997,NORTH CAROLINA,37.0,CRAVEN,49,36060000,0.27,0.3
1997,NORTH CAROLINA,37.0,GREENE,79,52445000,0.34,0.32
1997,NORTH CAROLINA,37.0,HYDE,95,30006000,0.07,0.06
1997,NORTH CAROLINA,37.0,JOHNSTON,101,96455000,0.65,0.67
1997,NORTH CAROLINA,37.0,JONES,103,26348000,0.32,0.32
1997,NORTH CAROLINA,37.0,LENOIR,107,73609000,0.14,0.17
1997,NORTH CAROLINA,37.0,PAMLICO,137,20707000,0.08,0.08
1997,NORTH CAROLINA,37.0,PITT,147,96953000,-0.01,-0.01
1997,NORTH CAROLINA,37.0,WAYNE,191,72010000,-0.33,-0.3
1997,NORTH CAROLINA,37.0,WILSON,195,84253000,-0.3,-0.33
1997,NORTH CAROLINA,37.0,ALEXANDER,3,4858000,0.0,-0.01
1997,NORTH CAROLINA,37.0,CATAWBA,35,6699000,0.24,0.31
1997,NORTH CAROLINA,37.0,CHATHAM,37,4757000,0.11,0.17
1997,NORTH CAROLINA,37.0,DAVIDSON,57,10722000,0.45,0.46
1997,NORTH CAROLINA,37.0,DAVIE,59,5684000,0.2,0.21
1997,NORTH CAROLINA,37.0,IREDELL,97,9625000,-0.1,-0.12
1997,NORTH CAROLINA,37.0,LEE,105,15574000,0.12,0.18
1997,NORTH CAROLINA,37.0,RANDOLPH,151,15013000,-0.24,-0.27
1997,NORTH CAROLINA,37.0,ROWAN,159,13201000,0.06,-0.04
1997,NORTH CAROLINA,37.0,WAKE,183,55686000,-0.54,-0.54
1997,NORTH CAROLINA,37.0,BERTIE,15,65600000,0.44,0.44
1997,NORTH CAROLINA,37.0,CAMDEN,29,18873000,0.5,0.51
1997,NORTH CAROLINA,37.0,CHOWAN,41,26627000,-0.02,-0.01
1997,NORTH CAROLINA,37.0,CURRITUCK,53,13896000,0.27,0.28
1997,NORTH CAROLINA,37.0,EDGECOMBE,65,64549000,-0.24,-0.21
1997,NORTH CAROLINA,37.0,GATES,73,17414000,0.49,0.49
1997,NORTH CAROLINA,37.0,HALIFAX,83,53317000,0.58,0.6
1997,NORTH CAROLINA,37.0,HERTFORD,91,26878000,-0.14,-0.12
1997,NORTH CAROLINA,37.0,MARTIN,117,53568000,0.34,0.36
1997,NORTH CAROLINA,37.0,NASH,127,85736000,0.41,0.39
1997,NORTH CAROLINA,37.0,NORTHAMPTON,131,42976000,0.22,0.25
1997,NORTH CAROLINA,37.0,PASQUOTANK,139,32086000,0.54,0.55
1997,NORTH CAROLINA,37.0,PERQUIMANS,143,22441000,0.39,0.39
1997,NORTH CAROLINA,37.0,TYRRELL,177,19537000,0.11,0.04
1997,NORTH CAROLINA,37.0,WASHINGTON,187,41768000,0.08,0.1
1997,NORTH CAROLINA,37.0,ALLEGHANY,5,10829000,0.19,0.18
1997,NORTH CAROLINA,37.0,ASHE,9,17591000,0.24,0.19
1997,NORTH CAROLINA,37.0,AVERY,11,17618000,0.1,0.08
1997,NORTH CAROLINA,37.0,CALDWELL,27,14277000,0.29,0.28
1997,NORTH CAROLINA,37.0,SURRY,171,32462000,-0.25,-0.28
1997,NORTH CAROLINA,37.0,WATAUGA,189,7783000,0.09,-0.01
1997,NORTH CAROLINA,37.0,WILKES,193,9030000,-0.01,-0.08
1997,NORTH CAROLINA,37.0,YADKIN,197,22604000,-0.2,-0.22
1997,NORTH CAROLINA,37.0,ALAMANCE,1,13216000,0.58,0.62
1997,NORTH CAROLINA,37.0,CASWELL,33,22026000,0.25,0.24
1997,NORTH CAROLINA,37.0,DURHAM,63,6138000,-0.23,-0.21
1997,NORTH CAROLINA,37.0,FORSYTH,67,13813000,0.68,0.65
1997,NORTH CAROLINA,37.0,FRANKLIN,69,39689000,0.93,0.87
1997,NORTH CAROLINA,37.0,GRANVILLE,77,30788000,0.56,0.54
1997,NORTH CAROLINA,37.0,GUILFORD,81,33894000,-0.18,-0.13
1997,NORTH CAROLINA,37.0,ORANGE,135,12012000,0.1,0.06
1997,NORTH CAROLINA,37.0,PERSON,145,25181000,0.06,0.11
1997,NORTH CAROLINA,37.0,ROCKINGHAM,157,29907000,-0.36,-0.37
1997,NORTH CAROLINA,37.0,STOKES,169,23210000,-0.15,-0.22
1997,NORTH CAROLINA,37.0,VANCE,181,18221000,0.26,0.16
1997,NORTH CAROLINA,37.0,WARREN,185,13570000,0.0,-0.05
1997,NORTH CAROLINA,37.0,BLADEN,17,36098000,-0.35,-0.3
1997,NORTH CAROLINA,37.0,BRUNSWICK,19,12388000,0.26,0.29
1997,NORTH CAROLINA,37.0,COLUMBUS,47,66839000,0.35,0.37
1997,NORTH CAROLINA,37.0,CUMBERLAND,51,22269000,0.59,0.65
1997,NORTH CAROLINA,37.0,DUPLIN,61,70877000,0.35,0.29
1997,NORTH CAROLINA,37.0,HARNETT,85,44068000,0.7,0.68
1997,NORTH CAROLINA,37.0,HOKE,93,18680000,0.46,0.47
1997,NORTH CAROLINA,37.0,ONSLOW,133,21617000,0.2,0.17
1997,NORTH CAROLINA,37.0,PENDER,141,22453000,0.16,0.16
1997,NORTH CAROLINA,37.0,ROBESON,155,101373000,-0.51,-0.55
1997,NORTH CAROLINA,37.0,SAMPSON,163,100070000,-0.34,-0.44
1997,NORTH CAROLINA,37.0,SCOTLAND,165,12466000,-0.57,-0.65
1997,NORTH CAROLINA,37.0,ANSON,7,4739000,0.16,0.2
1997,NORTH CAROLINA,37.0,CABARRUS,25,5356000,-0.07,-0.03
1997,NORTH CAROLINA,37.0,CLEVELAND,45,9640000,0.55,0.48
1997,NORTH CAROLINA,37.0,GASTON,71,3421000,0.46,0.5
1997,NORTH CAROLINA,37.0,LINCOLN,109,2997000,0.12,0.09
1997,NORTH CAROLINA,37.0,MECKLENBURG,119,34363000,-0.63,-0.58
1997,NORTH CAROLINA,37.0,MONTGOMERY,123,3619000,-0.12,-0.07
1997,NORTH CAROLINA,37.0,MOORE,125,20292000,0.21,0.22
1997,NORTH CAROLINA,37.0,RICHMOND,153,10676000,-0.42,-0.49
1997,NORTH CAROLINA,37.0,STANLY,167,13788000,-0.05,-0.17
1997,NORTH CAROLINA,37.0,UNION,179,31283000,-0.56,-0.58
1997,NORTH CAROLINA,37.0,BUNCOMBE,21,25487000,0.23,0.28
1997,NORTH CAROLINA,37.0,BURKE,23,10204000,-0.43,-0.46
1997,NORTH CAROLINA,37.0,CHEROKEE,39,1626000,-0.07,-0.06
1997,NORTH CAROLINA,37.0,CLAY,43,633000,0.26,0.24
1997,NORTH CAROLINA,37.0,GRAHAM,75,250000,0.35,0.4
1997,NORTH CAROLINA,37.0,HAYWOOD,87,5502000,0.34,0.35
1997,NORTH CAROLINA,37.0,HENDERSON,89,40406000,0.54,0.58
1997,NORTH CAROLINA,37.0,JACKSON,99,5769000,0.18,0.25
1997,NORTH CAROLINA,37.0,MACON,113,2110000,-0.09,-0.07
1997,NORTH CAROLINA,37.0,MADISON,115,8381000,0.38,0.35
1997,NORTH CAROLINA,37.0,MCDOWELL,111,8379000,0.03,0.06
1997,NORTH CAROLINA,37.0,MITCHELL,121,3351000,0.32,0.32
1997,NORTH CAROLINA,37.0,POLK,149,1741000,0.92,0.92
1997,NORTH CAROLINA,37.0,RUTHERFORD,161,1415000,-0.1,-0.15
1997,NORTH CAROLINA,37.0,SWAIN,173,865000,0.19,0.14
1997,NORTH CAROLINA,37.0,TRANSYLVANIA,175,3630000,0.0,-0.1
1997,NORTH CAROLINA,37.0,YANCEY,199,4759000,-0.61,-0.6
1997,NORTH DAKOTA,38.0,EDDY,27,15092000,0.29,0.28
1997,NORTH DAKOTA,38.0,FOSTER,31,24911000,-0.06,-0.1
1997,NORTH DAKOTA,38.0,KIDDER,43,15863000,0.26,0.24
1997,NORTH DAKOTA,38.0,SHERIDAN,83,17330000,0.58,0.6
1997,NORTH DAKOTA,38.0,STUTSMAN,93,66787000,0.46,0.47
1997,NORTH DAKOTA,38.0,WELLS,103,51769000,0.32,0.32
1997,NORTH DAKOTA,38.0,BARNES,3,70528000,0.0,-0.01
1997,NORTH DAKOTA,38.0,CASS,17,165158000,-0.35,-0.3
1997,NORTH DAKOTA,38.0,GRIGGS,39,24049000,-0.07,-0.06
1997,NORTH DAKOTA,38.0,STEELE,91,46123000,-0.14,-0.12
1997,NORTH DAKOTA,38.0,TRAILL,97,85129000,-0.1,-0.12
1997,NORTH DAKOTA,38.0,BENSON,5,39409000,0.19,0.18
1997,NORTH DAKOTA,38.0,BOTTINEAU,9,55702000,0.24,0.19
1997,NORTH DAKOTA,38.0,MCHENRY,49,35818000,0.27,0.3
1997,NORTH DAKOTA,38.0,PIERCE,69,27420000,0.93,0.87
1997,NORTH DAKOTA,38.0,ROLETTE,79,21846000,0.34,0.32
1997,NORTH DAKOTA,38.0,CAVALIER,19,70815000,0.26,0.29
1997,NORTH DAKOTA,38.0,GRAND FORKS,35,119256000,0.24,0.31
1997,NORTH DAKOTA,38.0,NELSON,63,31019000,-0.23,-0.21
1997,NORTH DAKOTA,38.0,PEMBINA,67,124164000,0.68,0.65
1997,NORTH DAKOTA,38.0,RAMSEY,71,42188000,0.46,0.5
1997,NORTH DAKOTA,38.0,TOWNER,95,39570000,0.07,0.06
1997,NORTH DAKOTA,38.0,WALSH,99,117931000,0.18,0.25
1997,NORTH DAKOTA,38.0,BURKE,13,25041000,0.11,0.16
1997,NORTH DAKOTA,38.0,DIVIDE,23,30785000,-0.43,-0.46
1997,NORTH DAKOTA,38.0,MOUNTRAIL,61,40867000,0.35,0.29
1997,NORTH DAKOTA,38.0,RENVILLE,75,34975000,0.35,0.4
1997,NORTH DAKOTA,38.0,WARD,101,70805000,0.65,0.67
1997,NORTH DAKOTA,38.0,WILLIAMS,105,42855000,0.12,0.18
