unit_desc,CV (%),region_desc,agg_level_desc,asd_desc,watershed_code,short_desc,county_code,asd_code,load_time,state_alpha,source_desc,domain_desc,Value,commodity_desc,begin_code,year,sector_desc,prodn_practice_desc,state_ansi,statisticcat_desc,congr_district_code,watershed_desc,country_name,week_ending,domaincat_desc,country_code,end_code,class_desc,state_name,zip_5,county_ansi,freq_desc,util_practice_desc,state_fips_code,county_name,location_desc,reference_period_desc,group_desc
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,216,COTTON,00,1958,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,312,COTTON,00,1957,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,213,COTTON,00,1956,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,342,COTTON,00,1955,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,144,COTTON,00,1954,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,184,COTTON,00,1953,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,183,COTTON,00,1952,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,139,COTTON,00,1951,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,72,COTTON,00,1950,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,130,COTTON,00,1949,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,318,COTTON,00,1948,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,198,COTTON,00,1947,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,274,COTTON,00,1946,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,295,COTTON,00,1945,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,219,COTTON,00,1944,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,142,COTTON,00,1943,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,181,COTTON,00,1942,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,125,COTTON,00,1941,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,240,COTTON,00,1940,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,189,COTTON,00,1939,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",059,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,180,COTTON,00,1938,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,059,ANNUAL,ALL UTILIZATION PRACTICES,05,HOT SPRING,"ARKANSAS, CENTRAL, HOT SPRING",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,343,COTTON,00,1971,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,240,COTTON,00,1970,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,240,COTTON,00,1969,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,336,COTTON,00,1968,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,252,COTTON,00,1967,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,230,COTTON,00,1966,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,286,COTTON,00,1965,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,262,COTTON,00,1964,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,347,COTTON,00,1963,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,284,COTTON,00,1962,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,393,COTTON,00,1961,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,316,COTTON,00,1960,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,312,COTTON,00,1959,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,320,COTTON,00,1958,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,457,COTTON,00,1957,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,366,COTTON,00,1956,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,545,COTTON,00,1955,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,234,COTTON,00,1954,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,312,COTTON,00,1953,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,272,COTTON,00,1952,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,165,COTTON,00,1951,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,81,COTTON,00,1950,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,86,COTTON,00,1949,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,189,COTTON,00,1948,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,148,COTTON,00,1947,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,241,COTTON,00,1946,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,180,COTTON,00,1945,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,283,COTTON,00,1944,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,84,COTTON,00,1943,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,148,COTTON,00,1942,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,126,COTTON,00,1941,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,264,COTTON,00,1940,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,180,COTTON,00,1939,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
LB / ACRE,,,COUNTY,CENTRAL,00000000,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",105,50,2012-01-01 00:00:00.000,AR,SURVEY,TOTAL,222,COTTON,00,1938,CROPS,ALL PRODUCTION PRACTICES,05,YIELD,,,UNITED STATES,,NOT SPECIFIED,9000,00,UPLAND,ARKANSAS,,105,ANNUAL,ALL UTILIZATION PRACTICES,05,PERRY,"ARKANSAS, CENTRAL, PERRY",YEAR,FIELD CROPS
