year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code,location_desc,state_fips_code,state_alpha,reference_period_desc,county_ansi,country_name,asd_code,end_code,Value,county_name,state_ansi,week_ending,county_code,begin_code,load_time,sector_desc,asd_desc,prodn_practice_desc,state_name,country_code,class_desc,watershed_code,watershed_desc,agg_level_desc,zip_5,source_desc,short_desc,statisticcat_desc,commodity_desc,CV (%),domaincat_desc,group_desc
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"81,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,19.6,NAICS CLASSIFICATION: (1129),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (1129),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (1129),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (1129),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11291),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11291),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"7,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,35.7,NAICS CLASSIFICATION: (11292),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11292),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11292),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11292),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11292),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11299),CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11299),CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NAICS CLASSIFICATION: (11299),CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,                 (D),,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11299),CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,NAICS CLASSIFICATION,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,276,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NAICS CLASSIFICATION: (11299),CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, NORTHERN, NEW CASTLE",10,DE,YEAR,003,UNITED STATES,20,00,"53,790,000",NEW CASTLE,10,,003,00,2024-07-02 12:00:00.000,CROPS,NORTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(L),NOT SPECIFIED,CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, NORTHERN, NEW CASTLE",10,DE,YEAR,003,UNITED STATES,20,00,"34,207,000",NEW CASTLE,10,,003,00,2018-02-01 00:00:00.000,CROPS,NORTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,6.4,NOT SPECIFIED,CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, NORTHERN, NEW CASTLE",10,DE,YEAR,003,UNITED STATES,20,00,                 (D),NEW CASTLE,10,,003,00,2012-12-31 00:00:00.000,CROPS,NORTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NOT SPECIFIED,CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, NORTHERN, NEW CASTLE",10,DE,YEAR,003,UNITED STATES,20,00,                 (D),NEW CASTLE,10,,003,00,2012-01-01 00:00:00.000,CROPS,NORTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, NORTHERN, NEW CASTLE",10,DE,YEAR,003,UNITED STATES,20,00,"23,115,000",NEW CASTLE,10,,003,00,2012-01-01 00:00:00.000,CROPS,NORTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
1997,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, NORTHERN, NEW CASTLE",10,DE,YEAR,003,UNITED STATES,20,00,"26,209,000",NEW CASTLE,10,,003,00,2012-01-01 00:00:00.000,CROPS,NORTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, CENTRAL, KENT",10,DE,YEAR,001,UNITED STATES,50,00,"173,669,000",KENT,10,,001,00,2024-07-02 12:00:00.000,CROPS,CENTRAL,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(L),NOT SPECIFIED,CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, CENTRAL, KENT",10,DE,YEAR,001,UNITED STATES,50,00,"109,044,000",KENT,10,,001,00,2018-02-01 00:00:00.000,CROPS,CENTRAL,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,6.4,NOT SPECIFIED,CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, CENTRAL, KENT",10,DE,YEAR,001,UNITED STATES,50,00,                 (D),KENT,10,,001,00,2012-12-31 00:00:00.000,CROPS,CENTRAL,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(D),NOT SPECIFIED,CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, CENTRAL, KENT",10,DE,YEAR,001,UNITED STATES,50,00,                 (D),KENT,10,,001,00,2012-01-01 00:00:00.000,CROPS,CENTRAL,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, CENTRAL, KENT",10,DE,YEAR,001,UNITED STATES,50,00,"54,400,000",KENT,10,,001,00,2012-01-01 00:00:00.000,CROPS,CENTRAL,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
1997,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, CENTRAL, KENT",10,DE,YEAR,001,UNITED STATES,50,00,"62,822,000",KENT,10,,001,00,2012-01-01 00:00:00.000,CROPS,CENTRAL,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, SOUTHERN, SUSSEX",10,DE,YEAR,005,UNITED STATES,80,00,"243,241,000",SUSSEX,10,,005,00,2024-07-02 12:00:00.000,CROPS,SOUTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,(L),NOT SPECIFIED,CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, SOUTHERN, SUSSEX",10,DE,YEAR,005,UNITED STATES,80,00,"182,405,000",SUSSEX,10,,005,00,2018-02-01 00:00:00.000,CROPS,SOUTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,6.4,NOT SPECIFIED,CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, SOUTHERN, SUSSEX",10,DE,YEAR,005,UNITED STATES,80,00,"249,492,000",SUSSEX,10,,005,00,2012-12-31 00:00:00.000,CROPS,SOUTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,12.1,NOT SPECIFIED,CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, SOUTHERN, SUSSEX",10,DE,YEAR,005,UNITED STATES,80,00,"128,069,000",SUSSEX,10,,005,00,2012-01-01 00:00:00.000,CROPS,SOUTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, SOUTHERN, SUSSEX",10,DE,YEAR,005,UNITED STATES,80,00,"72,890,000",SUSSEX,10,,005,00,2012-01-01 00:00:00.000,CROPS,SOUTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
1997,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,"DELAWARE, SOUTHERN, SUSSEX",10,DE,YEAR,005,UNITED STATES,80,00,"87,326,000",SUSSEX,10,,005,00,2012-01-01 00:00:00.000,CROPS,SOUTHERN,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,COUNTY,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"470,700,000",,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,3.0,NOT SPECIFIED,CROP TOTALS
2017,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"325,656,000",,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,6.3,NOT SPECIFIED,CROP TOTALS
2012,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"429,039,000",,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,8.0,NOT SPECIFIED,CROP TOTALS
2007,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"210,635,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2002,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"150,404,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
1997,$,,ALL UTILIZATION PRACTICES,TOTAL,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"176,356,000",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,CROP TOTALS,,NOT SPECIFIED,CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,547,,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,4.8,IRRIGATION STATUS: (ANY ON OPERATION),CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,586,,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,12.2,IRRIGATION STATUS: (ANY ON OPERATION),CROP TOTALS
2012,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,504,,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,15.0,IRRIGATION STATUS: (ANY ON OPERATION),CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,529,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (ANY ON OPERATION),CROP TOTALS
2002,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,432,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (ANY ON OPERATION),CROP TOTALS
1997,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,415,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (ANY ON OPERATION),CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,113,,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,7.0,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,124,,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,19.0,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS
2012,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,112,,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,39.9,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,192,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS
2002,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,108,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS
1997,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,125,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,701,,10,,,00,2024-07-02 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,3.9,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,722,,10,,,00,2018-02-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,10.7,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS
2012,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,792,,10,,,00,2012-12-31 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,28.9,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,988,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS
2002,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,934,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS
1997,OPERATIONS,,ALL UTILIZATION PRACTICES,IRRIGATION STATUS,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,311",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,IRRIGATION STATUS: (NONE ON OPERATION),CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,188,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS
