reference_period_desc,agg_level_desc,statisticcat_desc,week_ending,state_name,unit_desc,watershed_code,county_ansi,county_code,state_fips_code,congr_district_code,country_name,domain_desc,state_ansi,source_desc,country_code,commodity_desc,zip_5,domaincat_desc,region_desc,end_code,group_desc,asd_code,county_name,prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,state_alpha,asd_desc,util_practice_desc,freq_desc,class_desc,begin_code,year,CV (%),location_desc,short_desc
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,067,067,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,LAFAYETTE,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"11,403,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, NORTHEAST, LAFAYETTE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,067,067,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,LAFAYETTE,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"5,855,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, LAFAYETTE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,067,067,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,LAFAYETTE,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,355,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, NORTHEAST, LAFAYETTE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,067,067,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,LAFAYETTE,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"5,901,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, NORTHEAST, LAFAYETTE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,079,079,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,MADISON,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"89,535,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, NORTHEAST, MADISON","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,079,079,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,MADISON,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"35,434,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, NORTHEAST, MADISON","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,079,079,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,MADISON,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"15,739,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, NORTHEAST, MADISON","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,079,079,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,MADISON,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"7,637,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, MADISON","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,079,079,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,MADISON,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"10,068,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, NORTHEAST, MADISON","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,079,079,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,MADISON,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"12,032,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, NORTHEAST, MADISON","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,089,089,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,NASSAU,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"3,092,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, NORTHEAST, NASSAU","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,089,089,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,NASSAU,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"703,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, NORTHEAST, NASSAU","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,089,089,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,NASSAU,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"1,226,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, NORTHEAST, NASSAU","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,089,089,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,NASSAU,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"758,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, NASSAU","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,089,089,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,NASSAU,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"2,139,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, NORTHEAST, NASSAU","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,089,089,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,NASSAU,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"620,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, NORTHEAST, NASSAU","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,SUWANNEE,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"79,359,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,SUWANNEE,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"55,653,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,SUWANNEE,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"86,654,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,SUWANNEE,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"49,487,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,SUWANNEE,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"32,497,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,121,121,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,SUWANNEE,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"40,348,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, NORTHEAST, SUWANNEE","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,123,123,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,TAYLOR,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"1,766,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, NORTHEAST, TAYLOR","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,123,123,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,TAYLOR,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"2,492,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, NORTHEAST, TAYLOR","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,123,123,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,TAYLOR,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"3,415,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, NORTHEAST, TAYLOR","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,123,123,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,TAYLOR,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,                 (D),,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, NORTHEAST, TAYLOR","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,123,123,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,TAYLOR,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"727,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, NORTHEAST, TAYLOR","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,123,123,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,30,TAYLOR,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"868,000",,FL,NORTHEAST,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, NORTHEAST, TAYLOR","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,ALACHUA,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"122,338,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,ALACHUA,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"75,208,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,ALACHUA,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"69,295,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,ALACHUA,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"65,039,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,ALACHUA,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"37,620,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,001,001,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,ALACHUA,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"32,057,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, CENTRAL, ALACHUA","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,007,007,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,BRADFORD,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"9,334,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, CENTRAL, BRADFORD","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,007,007,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,BRADFORD,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"3,574,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, CENTRAL, BRADFORD","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,007,007,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,BRADFORD,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"2,456,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, CENTRAL, BRADFORD","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,007,007,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,BRADFORD,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"2,349,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, BRADFORD","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,007,007,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,BRADFORD,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,673,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, CENTRAL, BRADFORD","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,007,007,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,BRADFORD,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"1,220,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, CENTRAL, BRADFORD","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,017,017,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CITRUS,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"14,934,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, CENTRAL, CITRUS","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,017,017,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CITRUS,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"9,059,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, CENTRAL, CITRUS","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,017,017,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CITRUS,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"7,726,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, CENTRAL, CITRUS","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,017,017,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CITRUS,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"9,529,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, CITRUS","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,017,017,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CITRUS,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"4,705,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, CENTRAL, CITRUS","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,017,017,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CITRUS,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,676,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, CENTRAL, CITRUS","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CLAY,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"2,158,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, CENTRAL, CLAY","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CLAY,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"3,039,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, CENTRAL, CLAY","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CLAY,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"5,818,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, CENTRAL, CLAY","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CLAY,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"5,697,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, CLAY","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CLAY,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,792,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2002,,"FLORIDA, CENTRAL, CLAY","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,019,019,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,CLAY,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"3,258,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,1997,,"FLORIDA, CENTRAL, CLAY","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,035,035,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,FLAGLER,ALL PRODUCTION PRACTICES,CROPS,2024-07-02 12:00:00.000,"56,578,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,(L),"FLORIDA, CENTRAL, FLAGLER","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,035,035,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,FLAGLER,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 00:00:00.000,"12,913,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,13.2,"FLORIDA, CENTRAL, FLAGLER","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,035,035,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,FLAGLER,ALL PRODUCTION PRACTICES,CROPS,2012-12-31 00:00:00.000,"15,566,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2012,3.4,"FLORIDA, CENTRAL, FLAGLER","CROP TOTALS - SALES, MEASURED IN $"
YEAR,COUNTY,SALES,,FLORIDA,$,00000000,035,035,12,,UNITED STATES,TOTAL,12,CENSUS,9000,CROP TOTALS,,NOT SPECIFIED,,00,CROP TOTALS,50,FLAGLER,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,"34,302,000",,FL,CENTRAL,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,"FLORIDA, CENTRAL, FLAGLER","CROP TOTALS - SALES, MEASURED IN $"
