agg_level_desc,reference_period_desc,state_name,unit_desc,week_ending,statisticcat_desc,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,country_code,source_desc,zip_5,commodity_desc,domaincat_desc,asd_code,group_desc,end_code,region_desc,county_name,watershed_desc,Value,load_time,sector_desc,prodn_practice_desc,freq_desc,asd_desc,state_alpha,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%)
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56760,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,5,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56760,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56761,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,8,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56761,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56761,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,11,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56761,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56761,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,2,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56761,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56762,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,87,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56762,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56762,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,74,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56762,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56762,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,75,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56762,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56763,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,15,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56763,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56763,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,11,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56763,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,56763,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,5,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,56763,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,99999,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,278,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,99999,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,99999,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,142,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,99999,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,99999,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,00,,,,80,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,99999,2007,
STATE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,"13,678",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,MINNESOTA,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55001,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,13,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55001,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55001,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,9,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55001,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55001,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,4,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55001,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55005,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,1,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55005,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55005,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,2,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55005,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55005,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,1,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55005,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55006,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,5,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55006,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55006,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,20,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55006,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55006,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,7,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55006,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55007,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,11,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55007,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55007,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,1,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55007,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55007,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,2,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55007,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55008,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,18,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55008,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55008,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,24,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55008,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55008,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,13,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55008,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55009,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,40,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55009,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55009,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,50,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55009,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55009,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,55,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55009,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55011,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,5,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55011,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55011,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,10,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55011,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55011,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,4,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55011,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55012,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,5,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55012,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55012,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,13,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55012,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55012,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,4,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55012,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55013,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,5,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55013,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55013,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,7,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55013,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55013,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,5,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55013,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55014,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,2,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55014,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55014,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,2,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55014,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55014,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,3,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55014,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55016,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,8,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55016,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55016,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,9,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55016,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55016,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,7,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55016,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55017,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,4,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55017,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55017,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,3,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55017,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55017,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,2,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55017,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55018,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,17,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55018,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55018,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,34,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55018,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55018,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,29,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55018,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55019,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,11,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55019,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55019,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,19,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55019,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55019,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,9,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55019,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55020,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,10,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55020,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55020,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,7,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55020,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55020,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,7,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55020,2007,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55021,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,82,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55021,2022,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55021,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,109,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55021,2017,
ZIP CODE,YEAR,MINNESOTA,OPERATIONS,,SALES,,00000000,,27,,UNITED STATES,27,SALES,9000,CENSUS,55021,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",,CROP TOTALS,00,,,,97,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,ANNUAL,,MN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,55021,2007,
