statisticcat_desc,short_desc,source_desc,group_desc,domaincat_desc,CV (%),commodity_desc,state_name,country_code,sector_desc,prodn_practice_desc,asd_desc,load_time,zip_5,watershed_desc,agg_level_desc,class_desc,watershed_code,Value,end_code,county_code,begin_code,state_ansi,week_ending,county_name,freq_desc,congr_district_code,util_practice_desc,domain_desc,region_desc,year,unit_desc,country_name,asd_code,county_ansi,state_alpha,reference_period_desc,state_fips_code,location_desc
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85637,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85637
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85641,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85641
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85641,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85641
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85641,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85641
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85643,,ZIP CODE,ALL CLASSES,00000000,24,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85643
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85643,,ZIP CODE,ALL CLASSES,00000000,21,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85643
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85643,,ZIP CODE,ALL CLASSES,00000000,26,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85643
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85644,,ZIP CODE,ALL CLASSES,00000000,7,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85644
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85644,,ZIP CODE,ALL CLASSES,00000000,6,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85644
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85644,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85644
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85645,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85645
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85645,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85645
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85652,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85652
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85652,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85652
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85652,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85652
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85653,,ZIP CODE,ALL CLASSES,00000000,4,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85653
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85653,,ZIP CODE,ALL CLASSES,00000000,7,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85653
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85653,,ZIP CODE,ALL CLASSES,00000000,10,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85653
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85654,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85654
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85658,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85658
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85701,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85701
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85705,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85705
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85705,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85705
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85710,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85710
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85710,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85710
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85712,,ZIP CODE,ALL CLASSES,00000000,6,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85712
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85712,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85712
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85712,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85712
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85715,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85715
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85733,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85733
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85737,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85737
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85739,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85739
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85742,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85742
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85742,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85742
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85742,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85742
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85743,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85743
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85743,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85743
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85743,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85743
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85746,,ZIP CODE,ALL CLASSES,00000000,3,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85746
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85746,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85746
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85747,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85747
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85747,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85747
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85747,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85747
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85748,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85748
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85755,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85755
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,85755,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85755
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,85929,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85929
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85937,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85937
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,85939,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,85939
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,86025,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86025
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,86040,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86040
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,86047,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86047
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,86301,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86301
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,86302,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86302
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,86302,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86302
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,86304,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86304
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,86315,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86315
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,86315,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86315
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,86322,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86322
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,86322,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86322
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,86323,,ZIP CODE,ALL CLASSES,00000000,2,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86323
SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,ARIZONA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,86323,,ZIP CODE,ALL CLASSES,00000000,1,00,,00,04,,,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,AZ,YEAR,04,86323
