short_desc,statisticcat_desc,source_desc,group_desc,CV (%),commodity_desc,domaincat_desc,country_code,state_name,load_time,prodn_practice_desc,asd_desc,sector_desc,zip_5,class_desc,watershed_code,agg_level_desc,watershed_desc,end_code,Value,week_ending,state_ansi,begin_code,county_code,county_name,domain_desc,util_practice_desc,congr_district_code,freq_desc,unit_desc,year,region_desc,asd_code,country_name,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84108,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84108,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84108,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84108,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84109,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84109,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84109,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84109,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84111,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84111,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84115,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84115,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84117,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84117,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84117,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84117,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84117,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84117,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84120,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84120,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84121,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84121,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84123,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84123,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84157,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84157,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84157,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84157,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84301,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84301,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84301,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84301,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84301,ALL CLASSES,00000000,ZIP CODE,,00,9,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84301,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84302,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84302,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84302,ALL CLASSES,00000000,ZIP CODE,,00,11,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84302,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84302,ALL CLASSES,00000000,ZIP CODE,,00,11,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84302,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84305,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84305,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84305,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84305,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84305,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84305,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84306,ALL CLASSES,00000000,ZIP CODE,,00,4,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84306,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84306,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84306,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84306,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84306,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84307,ALL CLASSES,00000000,ZIP CODE,,00,10,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84307,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84307,ALL CLASSES,00000000,ZIP CODE,,00,16,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84307,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84307,ALL CLASSES,00000000,ZIP CODE,,00,12,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84307,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84308,ALL CLASSES,00000000,ZIP CODE,,00,10,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84308,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84309,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84309,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84309,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84309,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84309,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84309,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84310,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84310,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84310,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84310,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84310,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84310,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84311,ALL CLASSES,00000000,ZIP CODE,,00,4,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84311,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84311,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84311,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84311,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84311,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84312,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84312,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84312,ALL CLASSES,00000000,ZIP CODE,,00,10,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84312,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84312,ALL CLASSES,00000000,ZIP CODE,,00,11,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84312,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84313,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84313,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84313,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84313,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84314,ALL CLASSES,00000000,ZIP CODE,,00,5,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84314,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84314,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84314,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84314,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84314,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84315,ALL CLASSES,00000000,ZIP CODE,,00,5,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84315,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84315,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84315,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84315,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84315,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84316,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84316,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84316,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84316,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84316,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84316,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84317,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84317,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84318,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84318,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84318,ALL CLASSES,00000000,ZIP CODE,,00,5,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84318,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84318,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84318,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84319,ALL CLASSES,00000000,ZIP CODE,,00,11,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84319,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84319,ALL CLASSES,00000000,ZIP CODE,,00,14,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84319,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84319,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84319,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84320,ALL CLASSES,00000000,ZIP CODE,,00,20,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84320,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84320,ALL CLASSES,00000000,ZIP CODE,,00,12,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84320,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (50,000 TO 249,999 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84320,ALL CLASSES,00000000,ZIP CODE,,00,14,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84320,YEAR,
