week_ending,state_ansi,county_code,begin_code,county_name,end_code,Value,country_name,asd_code,state_alpha,reference_period_desc,location_desc,state_fips_code,county_ansi,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,group_desc,commodity_desc,CV (%),domaincat_desc,short_desc,statisticcat_desc,source_desc,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,state_name,country_code,load_time,sector_desc,asd_desc,prodn_practice_desc
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06042,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06042,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06043,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06043,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06057,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06057,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06057,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06057,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06057,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06057,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06062,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06062,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06062,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06062,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06066,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06066,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06067,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06067,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06067,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06067,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06067,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06067,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06069,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06069,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06070,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06070,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06070,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06070,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,9,UNITED STATES,,CT,YEAR,06071,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06071,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06071,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06071,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,6,UNITED STATES,,CT,YEAR,06071,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06071,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06072,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06072,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06072,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06072,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,5,UNITED STATES,,CT,YEAR,06073,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06073,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,12,UNITED STATES,,CT,YEAR,06073,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06073,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,4,UNITED STATES,,CT,YEAR,06073,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06073,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,4,UNITED STATES,,CT,YEAR,06074,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06074,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,8,UNITED STATES,,CT,YEAR,06074,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06074,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,4,UNITED STATES,,CT,YEAR,06074,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06074,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06076,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06076,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06078,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06078,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06078,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06078,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,5,UNITED STATES,,CT,YEAR,06078,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06078,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,4,UNITED STATES,,CT,YEAR,06082,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06082,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06082,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06082,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,5,UNITED STATES,,CT,YEAR,06082,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06082,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06088,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06088,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,11,UNITED STATES,,CT,YEAR,06088,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06088,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,7,UNITED STATES,,CT,YEAR,06088,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06088,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06093,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06093,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,5,UNITED STATES,,CT,YEAR,06093,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06093,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,7,UNITED STATES,,CT,YEAR,06093,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06093,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06095,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06095,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06095,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06095,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06095,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06095,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06108,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06108,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06108,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06108,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06108,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06108,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06109,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06109,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06109,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06109,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06109,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06109,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06239,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06239,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06239,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06239,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,3,UNITED STATES,,CT,YEAR,06239,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06239,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06242,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06242,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06242,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06242,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06242,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06242,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06247,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06247,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06247,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06247,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06249,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06249,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06249,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06249,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06249,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06249,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06254,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06254,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06254,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06254,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,2,UNITED STATES,,CT,YEAR,06254,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06254,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
,09,,00,,00,1,UNITED STATES,,CT,YEAR,06255,09,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,CROP TOTALS,CROP TOTALS,,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,06255,00000000,ALL CLASSES,,ZIP CODE,CONNECTICUT,9000,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES
