CV (%),commodity_desc,domaincat_desc,group_desc,source_desc,short_desc,statisticcat_desc,watershed_code,class_desc,agg_level_desc,watershed_desc,zip_5,load_time,asd_desc,prodn_practice_desc,sector_desc,country_code,state_name,county_name,week_ending,state_ansi,begin_code,county_code,end_code,Value,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi,asd_code,country_name,unit_desc,year,region_desc,domain_desc,util_practice_desc,congr_district_code,freq_desc
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HARFORD,,24,00,025,00,"34,112,000",MD,24,"MARYLAND, NORTH CENTRAL, HARFORD",YEAR,025,20,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HARFORD,,24,00,025,00,"31,333,000",MD,24,"MARYLAND, NORTH CENTRAL, HARFORD",YEAR,025,20,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HARFORD,,24,00,025,00,"26,206,000",MD,24,"MARYLAND, NORTH CENTRAL, HARFORD",YEAR,025,20,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HARFORD,,24,00,025,00,"12,939,000",MD,24,"MARYLAND, NORTH CENTRAL, HARFORD",YEAR,025,20,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HARFORD,,24,00,025,00,"16,170,000",MD,24,"MARYLAND, NORTH CENTRAL, HARFORD",YEAR,025,20,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HOWARD,,24,00,027,00,"26,353,000",MD,24,"MARYLAND, NORTH CENTRAL, HOWARD",YEAR,027,20,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HOWARD,,24,00,027,00,"23,517,000",MD,24,"MARYLAND, NORTH CENTRAL, HOWARD",YEAR,027,20,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HOWARD,,24,00,027,00,"27,700,000",MD,24,"MARYLAND, NORTH CENTRAL, HOWARD",YEAR,027,20,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HOWARD,,24,00,027,00,"17,892,000",MD,24,"MARYLAND, NORTH CENTRAL, HOWARD",YEAR,027,20,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HOWARD,,24,00,027,00,"16,421,000",MD,24,"MARYLAND, NORTH CENTRAL, HOWARD",YEAR,027,20,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,HOWARD,,24,00,027,00,"12,107,000",MD,24,"MARYLAND, NORTH CENTRAL, HOWARD",YEAR,027,20,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,MONTGOMERY,,24,00,031,00,"66,793,000",MD,24,"MARYLAND, NORTH CENTRAL, MONTGOMERY",YEAR,031,20,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,MONTGOMERY,,24,00,031,00,"37,829,000",MD,24,"MARYLAND, NORTH CENTRAL, MONTGOMERY",YEAR,031,20,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,MONTGOMERY,,24,00,031,00,"41,870,000",MD,24,"MARYLAND, NORTH CENTRAL, MONTGOMERY",YEAR,031,20,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,MONTGOMERY,,24,00,031,00,"25,344,000",MD,24,"MARYLAND, NORTH CENTRAL, MONTGOMERY",YEAR,031,20,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,MONTGOMERY,,24,00,031,00,"36,239,000",MD,24,"MARYLAND, NORTH CENTRAL, MONTGOMERY",YEAR,031,20,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,MONTGOMERY,,24,00,031,00,"19,715,000",MD,24,"MARYLAND, NORTH CENTRAL, MONTGOMERY",YEAR,031,20,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,"55,297,000",MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,"38,050,000",MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,"45,424,000",MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,"20,434,000",MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,"11,072,000",MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,NORTH CENTRAL,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,WASHINGTON,,24,00,043,00,"12,463,000",MD,24,"MARYLAND, NORTH CENTRAL, WASHINGTON",YEAR,043,20,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,"100,819,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,"70,845,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,"85,467,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,"48,941,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,"28,819,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CAROLINE,,24,00,011,00,"29,028,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CAROLINE",YEAR,011,30,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,"101,468,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,"78,051,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,"68,642,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,"44,129,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,"30,236,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,CECIL,,24,00,015,00,"22,748,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, CECIL",YEAR,015,30,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,"108,601,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,"68,499,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,"78,393,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,"46,364,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,"37,977,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,KENT,,24,00,029,00,"33,974,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, KENT",YEAR,029,30,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,"145,799,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,"91,607,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,"103,238,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,"48,216,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,"45,457,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,QUEEN ANNES,,24,00,035,00,"42,981,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, QUEEN ANNES",YEAR,035,30,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,"67,495,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.3,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2018-02-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,"43,177,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,$,2017,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
7.2,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-12-31 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,"63,708,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,$,2012,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,"25,388,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,$,2007,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,"14,327,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,$,2002,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2012-01-01 00:00:00.000,UPPER EASTERN SHORE,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,TALBOT,,24,00,041,00,"24,135,000",MD,24,"MARYLAND, UPPER EASTERN SHORE, TALBOT",YEAR,041,30,UNITED STATES,$,1997,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
(L),CROP TOTALS,NOT SPECIFIED,CROP TOTALS,CENSUS,"CROP TOTALS - SALES, MEASURED IN $",SALES,00000000,ALL CLASSES,COUNTY,,,2024-07-02 12:00:00.000,SOUTHERN,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,ANNE ARUNDEL,,24,00,003,00,"19,946,000",MD,24,"MARYLAND, SOUTHERN, ANNE ARUNDEL",YEAR,003,80,UNITED STATES,$,2022,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL
