Value,watershed_desc,sector_desc,prodn_practice_desc,load_time,county_name,asd_code,end_code,region_desc,group_desc,domaincat_desc,location_desc,short_desc,year,CV (%),class_desc,begin_code,freq_desc,asd_desc,util_practice_desc,state_alpha,state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,unit_desc,state_name,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,commodity_desc,zip_5,country_code,source_desc,domain_desc,state_ansi,country_name
"2,147,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,BRISTOL,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, BRISTOL","CROP TOTALS - SALES, MEASURED IN $",2012,7.5,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,001,,00000000,001,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"2,507,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,BRISTOL,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, BRISTOL","CROP TOTALS - SALES, MEASURED IN $",2007,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,001,,00000000,001,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"3,671,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,BRISTOL,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, BRISTOL","CROP TOTALS - SALES, MEASURED IN $",2002,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,001,,00000000,001,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"2,746,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,BRISTOL,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, BRISTOL","CROP TOTALS - SALES, MEASURED IN $",1997,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,001,,00000000,001,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"2,703,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,KENT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, KENT","CROP TOTALS - SALES, MEASURED IN $",2022,(L),ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,003,,00000000,003,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"2,315,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,KENT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, KENT","CROP TOTALS - SALES, MEASURED IN $",2017,10.0,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,003,,00000000,003,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"3,498,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,KENT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, KENT","CROP TOTALS - SALES, MEASURED IN $",2012,7.5,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,003,,00000000,003,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"3,452,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,KENT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, KENT","CROP TOTALS - SALES, MEASURED IN $",2007,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,003,,00000000,003,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"3,383,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,KENT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, KENT","CROP TOTALS - SALES, MEASURED IN $",2002,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,003,,00000000,003,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"2,385,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,KENT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, KENT","CROP TOTALS - SALES, MEASURED IN $",1997,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,003,,00000000,003,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"16,048,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,NEWPORT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, NEWPORT","CROP TOTALS - SALES, MEASURED IN $",2022,(L),ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,005,,00000000,005,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"12,093,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,NEWPORT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, NEWPORT","CROP TOTALS - SALES, MEASURED IN $",2017,10.0,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,005,,00000000,005,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"12,153,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,NEWPORT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, NEWPORT","CROP TOTALS - SALES, MEASURED IN $",2012,7.5,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,005,,00000000,005,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"16,144,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,NEWPORT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, NEWPORT","CROP TOTALS - SALES, MEASURED IN $",2007,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,005,,00000000,005,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"13,172,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,NEWPORT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, NEWPORT","CROP TOTALS - SALES, MEASURED IN $",2002,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,005,,00000000,005,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"12,205,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,NEWPORT,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, NEWPORT","CROP TOTALS - SALES, MEASURED IN $",1997,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,005,,00000000,005,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"10,464,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,PROVIDENCE,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, PROVIDENCE","CROP TOTALS - SALES, MEASURED IN $",2022,(L),ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,007,,00000000,007,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"9,033,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,PROVIDENCE,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, PROVIDENCE","CROP TOTALS - SALES, MEASURED IN $",2017,10.0,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,007,,00000000,007,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"10,954,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,PROVIDENCE,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, PROVIDENCE","CROP TOTALS - SALES, MEASURED IN $",2012,7.5,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,007,,00000000,007,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"11,534,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,PROVIDENCE,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, PROVIDENCE","CROP TOTALS - SALES, MEASURED IN $",2007,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,007,,00000000,007,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"8,361,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,PROVIDENCE,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, PROVIDENCE","CROP TOTALS - SALES, MEASURED IN $",2002,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,007,,00000000,007,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"6,696,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,PROVIDENCE,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, PROVIDENCE","CROP TOTALS - SALES, MEASURED IN $",1997,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,007,,00000000,007,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"42,218,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WASHINGTON,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, WASHINGTON","CROP TOTALS - SALES, MEASURED IN $",2022,(L),ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,009,,00000000,009,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"17,095,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WASHINGTON,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, WASHINGTON","CROP TOTALS - SALES, MEASURED IN $",2017,10.0,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,009,,00000000,009,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"20,229,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WASHINGTON,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, WASHINGTON","CROP TOTALS - SALES, MEASURED IN $",2012,7.5,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,009,,00000000,009,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"21,964,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WASHINGTON,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, WASHINGTON","CROP TOTALS - SALES, MEASURED IN $",2007,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,009,,00000000,009,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"18,551,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WASHINGTON,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, WASHINGTON","CROP TOTALS - SALES, MEASURED IN $",2002,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,009,,00000000,009,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"17,440,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WASHINGTON,10,00,,CROP TOTALS,NOT SPECIFIED,"RHODE ISLAND, ALL COUNTIES, WASHINGTON","CROP TOTALS - SALES, MEASURED IN $",1997,,ALL CLASSES,00,ANNUAL,ALL COUNTIES,ALL UTILIZATION PRACTICES,RI,44,009,,00000000,009,$,RHODE ISLAND,SALES,,COUNTY,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"72,212,000",,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,NOT SPECIFIED,RHODE ISLAND,"CROP TOTALS - SALES, MEASURED IN $",2022,10.7,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,$,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"40,909,000",,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,NOT SPECIFIED,RHODE ISLAND,"CROP TOTALS - SALES, MEASURED IN $",2017,7.8,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,$,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"48,981,000",,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,NOT SPECIFIED,RHODE ISLAND,"CROP TOTALS - SALES, MEASURED IN $",2012,9.1,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,$,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"55,602,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NOT SPECIFIED,RHODE ISLAND,"CROP TOTALS - SALES, MEASURED IN $",2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,$,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"47,138,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NOT SPECIFIED,RHODE ISLAND,"CROP TOTALS - SALES, MEASURED IN $",2002,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,$,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
"41,472,000",,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,NOT SPECIFIED,RHODE ISLAND,"CROP TOTALS - SALES, MEASURED IN $",1997,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,$,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,TOTAL,44,UNITED STATES
323,,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (ANY ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2022,11.6,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
230,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (ANY ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2017,14.5,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
291,,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (ANY ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2012,24.7,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
301,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (ANY ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
260,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (ANY ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2002,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
206,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (ANY ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,1997,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
189,,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2022,13.6,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
130,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2017,20.1,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
178,,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2012,35.4,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
172,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
148,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2002,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
123,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,1997,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
313,,CROPS,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2022,11.9,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
347,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2017,22.2,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
370,,CROPS,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2012,12.4,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
404,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
266,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2002,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
415,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,IRRIGATION STATUS: (NONE ON OPERATION),RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,1997,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,IRRIGATION STATUS,44,UNITED STATES
48,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (250,000 OR MORE $)",RHODE ISLAND,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,STATE,YEAR,CROP TOTALS,,9000,CENSUS,SALES,44,UNITED STATES
1,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (250,000 OR MORE $)",02804,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02804,9000,CENSUS,SALES,44,UNITED STATES
1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (250,000 OR MORE $)",02804,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02804,9000,CENSUS,SALES,44,UNITED STATES
1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (250,000 OR MORE $)",02806,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02806,9000,CENSUS,SALES,44,UNITED STATES
