country_name,group_desc,CV (%),county_ansi,begin_code,watershed_desc,end_code,zip_5,Value,county_name,class_desc,unit_desc,state_alpha,week_ending,state_name,location_desc,asd_desc,short_desc,prodn_practice_desc,util_practice_desc,state_fips_code,freq_desc,source_desc,county_code,asd_code,region_desc,statisticcat_desc,domaincat_desc,agg_level_desc,year,watershed_code,domain_desc,country_code,congr_district_code,sector_desc,commodity_desc,state_ansi,reference_period_desc,load_time
UNITED STATES,FIELD CROPS,,,00,,00,,81.3,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1995,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,88.7,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1994,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,96,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1993,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,90.3,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1992,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,87.7,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1991,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,94.2,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1990,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,98.2,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1989,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,100.9,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1988,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,107,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1987,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,102.8,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1986,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,98.6,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1985,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,101.5,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1984,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,100.1,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1983,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,96.5,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1982,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,90.6,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1981,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,101.2,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, MAUI, MOLOKAI & LANAI ISLAND","MAUI, MOLOKAI & LANAI ISLAND","SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,35,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1980,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,85,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1996,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,96.1,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1995,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,98.5,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1994,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,100.3,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1993,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,104.7,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1992,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,94.6,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1991,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,97,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1990,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,103.2,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1989,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,102.5,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1988,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,111.1,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1987,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,111.9,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1986,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,111.9,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1985,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,92.9,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1984,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,86.6,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1983,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,92.6,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1982,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,89.7,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1981,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,,00,,00,,89.7,,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, OAHU ISLAND",OAHU ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,,62,,YIELD,NOT SPECIFIED,AGRICULTURAL DISTRICT,1980,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,62.3,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1996,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,66.2,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1995,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,73.9,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1994,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,81.5,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1993,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,88.1,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1992,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,95.3,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1991,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,94.4,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1990,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,92.2,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1989,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,87.8,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1988,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,90.4,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1987,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,97.5,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1986,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,93.6,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1985,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,101.8,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1984,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,107.6,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1983,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,107.7,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1982,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,91.3,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1981,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,99.4,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1980,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,102.4,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1979,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,102.5,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1978,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
UNITED STATES,FIELD CROPS,,001,00,,00,,101.3,HAWAII,ALL CLASSES,TONS / ACRE,HI,,HAWAII,"HAWAII, HAWAII ISLAND, HAWAII",HAWAII ISLAND,"SUGARCANE, SUGAR - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,SUGAR,15,ANNUAL,SURVEY,001,11,,YIELD,NOT SPECIFIED,COUNTY,1977,00000000,TOTAL,9000,,CROPS,SUGARCANE,15,YEAR,2012-01-01 00:00:00.000
