county_code,state_fips_code,congr_district_code,watershed_code,county_ansi,state_name,unit_desc,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,commodity_desc,zip_5,source_desc,country_code,domain_desc,state_ansi,country_name,Value,watershed_desc,sector_desc,prodn_practice_desc,load_time,county_name,asd_code,region_desc,end_code,group_desc,domaincat_desc,short_desc,location_desc,CV (%),year,class_desc,begin_code,freq_desc,asd_desc,state_alpha,util_practice_desc
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35611,CENSUS,9000,SALES,01,UNITED STATES,11,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35611,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35612,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35612,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35613,CENSUS,9000,SALES,01,UNITED STATES,9,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35613,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35613,CENSUS,9000,SALES,01,UNITED STATES,12,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35613,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35613,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35613,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35614,CENSUS,9000,SALES,01,UNITED STATES,7,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35614,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35614,CENSUS,9000,SALES,01,UNITED STATES,6,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35614,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35614,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35614,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35615,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35615,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35615,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35615,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35616,CENSUS,9000,SALES,01,UNITED STATES,5,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35616,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35618,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35618,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35618,CENSUS,9000,SALES,01,UNITED STATES,5,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35618,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35618,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35618,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35619,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35619,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35619,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35619,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35620,CENSUS,9000,SALES,01,UNITED STATES,9,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35620,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35620,CENSUS,9000,SALES,01,UNITED STATES,6,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35620,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35620,CENSUS,9000,SALES,01,UNITED STATES,9,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35620,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35621,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35621,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35630,CENSUS,9000,SALES,01,UNITED STATES,3,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35630,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35630,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35630,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35633,CENSUS,9000,SALES,01,UNITED STATES,27,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35633,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35633,CENSUS,9000,SALES,01,UNITED STATES,19,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35633,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35633,CENSUS,9000,SALES,01,UNITED STATES,8,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35633,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35634,CENSUS,9000,SALES,01,UNITED STATES,7,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35634,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35634,CENSUS,9000,SALES,01,UNITED STATES,3,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35634,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35634,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35634,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35640,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35640,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35640,CENSUS,9000,SALES,01,UNITED STATES,3,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35640,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35643,CENSUS,9000,SALES,01,UNITED STATES,6,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35643,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35643,CENSUS,9000,SALES,01,UNITED STATES,7,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35643,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35643,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35643,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35645,CENSUS,9000,SALES,01,UNITED STATES,3,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35645,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35645,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35645,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35646,CENSUS,9000,SALES,01,UNITED STATES,5,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35646,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35646,CENSUS,9000,SALES,01,UNITED STATES,14,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35646,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35646,CENSUS,9000,SALES,01,UNITED STATES,5,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35646,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35647,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35647,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35647,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35647,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35648,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35648,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35648,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35648,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35648,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35648,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35649,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35649,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35650,CENSUS,9000,SALES,01,UNITED STATES,6,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35650,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35650,CENSUS,9000,SALES,01,UNITED STATES,5,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35650,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35650,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35650,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35651,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35651,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35651,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35651,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35651,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35651,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35652,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35652,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35652,CENSUS,9000,SALES,01,UNITED STATES,6,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35652,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35652,CENSUS,9000,SALES,01,UNITED STATES,4,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35652,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35653,CENSUS,9000,SALES,01,UNITED STATES,3,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35653,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35654,CENSUS,9000,SALES,01,UNITED STATES,3,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35654,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35661,CENSUS,9000,SALES,01,UNITED STATES,7,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35661,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35661,CENSUS,9000,SALES,01,UNITED STATES,9,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35661,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35661,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35661,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35662,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35662,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35662,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35662,,2017,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35662,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35662,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35670,CENSUS,9000,SALES,01,UNITED STATES,2,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35670,,2022,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
,01,,00000000,,ALABAMA,OPERATIONS,SALES,,ZIP CODE,YEAR,CROP TOTALS,35670,CENSUS,9000,SALES,01,UNITED STATES,1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,,00,CROP TOTALS,"SALES: (250,000 OR MORE $)",CROP TOTALS - OPERATIONS WITH SALES,35670,,2007,ALL CLASSES,00,ANNUAL,,AL,ALL UTILIZATION PRACTICES
