source_desc,country_code,commodity_desc,zip_5,country_name,domain_desc,state_ansi,watershed_code,county_ansi,county_code,state_fips_code,congr_district_code,reference_period_desc,agg_level_desc,statisticcat_desc,week_ending,state_name,unit_desc,CV (%),year,location_desc,short_desc,asd_desc,util_practice_desc,state_alpha,freq_desc,class_desc,begin_code,county_name,prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,domaincat_desc,region_desc,end_code,group_desc,asd_code
CENSUS,9000,CROP TOTALS,27565,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27565,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,26,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27565,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27565,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,9,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27568,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27568,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,2,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27568,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27568,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27568,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27568,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27569,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27569,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,6,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27569,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27569,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,16,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27569,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27569,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,8,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27571,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27571,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27571,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27571,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27571,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27571,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27572,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27572,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27572,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27572,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,7,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27572,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27572,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27573,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27573,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27573,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27573,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27573,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27573,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,6,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27574,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27574,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,18,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27574,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27574,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,17,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27574,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27574,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27576,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27576,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,7,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27576,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27576,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,7,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27576,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27576,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,7,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27577,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27577,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,13,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27577,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27577,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,6,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27577,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27577,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27581,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27581,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27581,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27581,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,2,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27583,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27583,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,5,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27583,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27583,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27583,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27583,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27584,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27584,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,2,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27584,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27584,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27587,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27587,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,2,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27587,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27587,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27587,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27587,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27589,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27589,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27591,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27591,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,9,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27591,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27591,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,9,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27591,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27591,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27592,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27592,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,17,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27592,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27592,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,6,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27592,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27592,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27596,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27596,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27596,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27596,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27597,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27597,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,13,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27597,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27597,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,12,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27597,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27597,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,10,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27602,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27602,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27603,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27603,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27603,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27603,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27603,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27603,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27604,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27604,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27604,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27604,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27604,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27604,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27605,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27605,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27606,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27606,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,2,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27606,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27606,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,2,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27609,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27609,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27610,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2022,27610,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,4,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27610,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2017,27610,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
CENSUS,9000,CROP TOTALS,27610,UNITED STATES,SALES,37,00000000,,,37,,YEAR,ZIP CODE,SALES,,NORTH CAROLINA,OPERATIONS,,2007,27610,CROP TOTALS - OPERATIONS WITH SALES,,ALL UTILIZATION PRACTICES,NC,ANNUAL,ALL CLASSES,00,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,"SALES: (250,000 OR MORE $)",,00,CROP TOTALS,
