freq_desc,congr_district_code,util_practice_desc,domain_desc,region_desc,year,unit_desc,country_name,asd_code,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,Value,end_code,county_code,begin_code,week_ending,state_ansi,county_name,state_name,country_code,sector_desc,asd_desc,prodn_practice_desc,load_time,zip_5,watershed_desc,agg_level_desc,watershed_code,class_desc,statisticcat_desc,short_desc,source_desc,group_desc,domaincat_desc,CV (%),commodity_desc
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12009,YEAR,8,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12009,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12009,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12009,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12010,YEAR,11,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12010,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12010,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12010,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12010,YEAR,5,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12010,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12015,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12015,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12019,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12019,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12020,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12020,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12020,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12020,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12022,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12022,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12022,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12022,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12027,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12027,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12027,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12027,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12031,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12031,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12033,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12033,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12033,YEAR,5,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12033,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12033,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12033,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12035,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12035,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12043,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12043,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12043,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12043,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12047,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12047,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12047,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12047,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12051,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12051,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12051,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12051,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12051,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12051,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12053,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12053,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12054,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12054,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12057,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12057,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12057,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12057,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12057,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12057,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12065,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12065,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12067,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12067,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12067,YEAR,4,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12067,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12067,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12067,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12068,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12068,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12068,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12068,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12068,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12068,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12071,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12071,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12071,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12071,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12071,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12071,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12072,YEAR,6,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12072,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12075,YEAR,4,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12075,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12075,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12075,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12086,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12086,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12086,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12086,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12086,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12086,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12094,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12094,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12094,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12094,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12094,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12094,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12095,YEAR,4,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12095,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12095,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12095,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12106,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12106,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12106,YEAR,7,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12106,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12106,YEAR,3,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12106,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12110,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12110,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12110,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12110,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12110,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12110,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12116,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12116,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS,UNITED STATES,,,36,NY,12121,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,12121,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12121,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12121,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12121,YEAR,2,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12121,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS,UNITED STATES,,,36,NY,12122,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,12122,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS,UNITED STATES,,,36,NY,12122,YEAR,1,00,,00,,36,,NEW YORK,9000,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,12122,,ZIP CODE,00000000,ALL CLASSES,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS
