domaincat_desc,commodity_desc,CV (%),group_desc,source_desc,statisticcat_desc,short_desc,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5,sector_desc,prodn_practice_desc,asd_desc,load_time,state_name,country_code,county_name,county_code,begin_code,state_ansi,week_ending,Value,end_code,county_ansi,location_desc,state_alpha,reference_period_desc,state_fips_code,asd_code,country_name,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,CUMBERLAND,057,00,21,,"2,448,000",00,057,"KENTUCKY, CENTRAL, CUMBERLAND",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,CUMBERLAND,057,00,21,,"4,611,000",00,057,"KENTUCKY, CENTRAL, CUMBERLAND",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,EDMONSON,061,00,21,,"22,492,000",00,061,"KENTUCKY, CENTRAL, EDMONSON",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,EDMONSON,061,00,21,,"11,231,000",00,061,"KENTUCKY, CENTRAL, EDMONSON",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,EDMONSON,061,00,21,,"6,766,000",00,061,"KENTUCKY, CENTRAL, EDMONSON",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,EDMONSON,061,00,21,,"2,790,000",00,061,"KENTUCKY, CENTRAL, EDMONSON",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,EDMONSON,061,00,21,,"3,333,000",00,061,"KENTUCKY, CENTRAL, EDMONSON",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,EDMONSON,061,00,21,,"4,475,000",00,061,"KENTUCKY, CENTRAL, EDMONSON",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,GRAYSON,085,00,21,,"35,188,000",00,085,"KENTUCKY, CENTRAL, GRAYSON",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,GRAYSON,085,00,21,,"22,253,000",00,085,"KENTUCKY, CENTRAL, GRAYSON",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,GRAYSON,085,00,21,,"18,291,000",00,085,"KENTUCKY, CENTRAL, GRAYSON",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,GRAYSON,085,00,21,,"9,753,000",00,085,"KENTUCKY, CENTRAL, GRAYSON",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,GRAYSON,085,00,21,,"7,548,000",00,085,"KENTUCKY, CENTRAL, GRAYSON",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,GRAYSON,085,00,21,,"12,385,000",00,085,"KENTUCKY, CENTRAL, GRAYSON",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,GREEN,087,00,21,,"51,219,000",00,087,"KENTUCKY, CENTRAL, GREEN",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,GREEN,087,00,21,,"31,627,000",00,087,"KENTUCKY, CENTRAL, GREEN",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,GREEN,087,00,21,,"21,977,000",00,087,"KENTUCKY, CENTRAL, GREEN",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,GREEN,087,00,21,,"8,248,000",00,087,"KENTUCKY, CENTRAL, GREEN",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,GREEN,087,00,21,,"7,517,000",00,087,"KENTUCKY, CENTRAL, GREEN",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,GREEN,087,00,21,,"12,867,000",00,087,"KENTUCKY, CENTRAL, GREEN",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,HARDIN,093,00,21,,"56,402,000",00,093,"KENTUCKY, CENTRAL, HARDIN",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,HARDIN,093,00,21,,"41,527,000",00,093,"KENTUCKY, CENTRAL, HARDIN",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,HARDIN,093,00,21,,"40,700,000",00,093,"KENTUCKY, CENTRAL, HARDIN",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,HARDIN,093,00,21,,"26,512,000",00,093,"KENTUCKY, CENTRAL, HARDIN",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,HARDIN,093,00,21,,"18,362,000",00,093,"KENTUCKY, CENTRAL, HARDIN",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,HARDIN,093,00,21,,"23,927,000",00,093,"KENTUCKY, CENTRAL, HARDIN",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,HART,099,00,21,,"31,519,000",00,099,"KENTUCKY, CENTRAL, HART",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,HART,099,00,21,,"18,987,000",00,099,"KENTUCKY, CENTRAL, HART",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,HART,099,00,21,,"14,234,000",00,099,"KENTUCKY, CENTRAL, HART",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,HART,099,00,21,,"9,931,000",00,099,"KENTUCKY, CENTRAL, HART",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,HART,099,00,21,,"10,501,000",00,099,"KENTUCKY, CENTRAL, HART",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,HART,099,00,21,,"19,198,000",00,099,"KENTUCKY, CENTRAL, HART",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,JEFFERSON,111,00,21,,"2,969,000",00,111,"KENTUCKY, CENTRAL, JEFFERSON",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,JEFFERSON,111,00,21,,"4,998,000",00,111,"KENTUCKY, CENTRAL, JEFFERSON",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,JEFFERSON,111,00,21,,"6,174,000",00,111,"KENTUCKY, CENTRAL, JEFFERSON",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,JEFFERSON,111,00,21,,"8,205,000",00,111,"KENTUCKY, CENTRAL, JEFFERSON",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,JEFFERSON,111,00,21,,"9,938,000",00,111,"KENTUCKY, CENTRAL, JEFFERSON",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,JEFFERSON,111,00,21,,"10,811,000",00,111,"KENTUCKY, CENTRAL, JEFFERSON",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,LARUE,123,00,21,,"52,438,000",00,123,"KENTUCKY, CENTRAL, LARUE",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,LARUE,123,00,21,,"32,431,000",00,123,"KENTUCKY, CENTRAL, LARUE",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,LARUE,123,00,21,,"31,124,000",00,123,"KENTUCKY, CENTRAL, LARUE",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,LARUE,123,00,21,,"14,044,000",00,123,"KENTUCKY, CENTRAL, LARUE",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,LARUE,123,00,21,,"10,639,000",00,123,"KENTUCKY, CENTRAL, LARUE",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,LARUE,123,00,21,,"13,161,000",00,123,"KENTUCKY, CENTRAL, LARUE",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,MARION,155,00,21,,"47,343,000",00,155,"KENTUCKY, CENTRAL, MARION",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,MARION,155,00,21,,"27,256,000",00,155,"KENTUCKY, CENTRAL, MARION",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,MARION,155,00,21,,"22,682,000",00,155,"KENTUCKY, CENTRAL, MARION",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,MARION,155,00,21,,"10,117,000",00,155,"KENTUCKY, CENTRAL, MARION",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,MARION,155,00,21,,"8,646,000",00,155,"KENTUCKY, CENTRAL, MARION",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,MARION,155,00,21,,"14,883,000",00,155,"KENTUCKY, CENTRAL, MARION",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,(L),CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,MEADE,163,00,21,,"40,054,000",00,163,"KENTUCKY, CENTRAL, MEADE",KY,YEAR,21,30,UNITED STATES,,2022,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,14.7,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,MEADE,163,00,21,,"28,007,000",00,163,"KENTUCKY, CENTRAL, MEADE",KY,YEAR,21,30,UNITED STATES,,2017,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.9,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,MEADE,163,00,21,,"18,905,000",00,163,"KENTUCKY, CENTRAL, MEADE",KY,YEAR,21,30,UNITED STATES,,2012,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,MEADE,163,00,21,,"12,312,000",00,163,"KENTUCKY, CENTRAL, MEADE",KY,YEAR,21,30,UNITED STATES,,2007,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,MEADE,163,00,21,,"6,876,000",00,163,"KENTUCKY, CENTRAL, MEADE",KY,YEAR,21,30,UNITED STATES,,2002,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,"CROP TOTALS - SALES, MEASURED IN $",,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,MEADE,163,00,21,,"9,597,000",00,163,"KENTUCKY, CENTRAL, MEADE",KY,YEAR,21,30,UNITED STATES,,1997,$,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
