domaincat_desc,asd_code,group_desc,region_desc,end_code,county_name,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%),agg_level_desc,reference_period_desc,state_name,unit_desc,week_ending,statisticcat_desc,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,country_code,source_desc,zip_5,commodity_desc
NOT SPECIFIED,70,CROP TOTALS,,00,FAYETTE,,"8,795,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, FAYETTE",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,051,00000000,,42,051,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,FAYETTE,,"9,436,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, FAYETTE",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,051,00000000,,42,051,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,GREENE,,"5,638,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, GREENE",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,059,00000000,,42,059,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,GREENE,,"8,425,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, GREENE",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,059,00000000,,42,059,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,GREENE,,"5,722,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, GREENE",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,059,00000000,,42,059,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,GREENE,,"3,341,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, GREENE",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,059,00000000,,42,059,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,GREENE,,"2,224,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, GREENE",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,059,00000000,,42,059,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,GREENE,,"2,668,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, GREENE",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,059,00000000,,42,059,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,SOMERSET,,"56,385,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, SOMERSET",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,111,00000000,,42,111,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,SOMERSET,,"36,364,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, SOMERSET",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,111,00000000,,42,111,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,SOMERSET,,"27,139,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, SOMERSET",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,111,00000000,,42,111,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,SOMERSET,,"11,680,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, SOMERSET",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,111,00000000,,42,111,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,SOMERSET,,"8,856,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, SOMERSET",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,111,00000000,,42,111,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,SOMERSET,,"8,597,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, SOMERSET",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,111,00000000,,42,111,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WASHINGTON,,"24,189,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,125,00000000,,42,125,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WASHINGTON,,"23,794,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,125,00000000,,42,125,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WASHINGTON,,"18,787,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,125,00000000,,42,125,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WASHINGTON,,"12,829,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,125,00000000,,42,125,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WASHINGTON,,"13,773,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,125,00000000,,42,125,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WASHINGTON,,"11,821,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WASHINGTON",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,125,00000000,,42,125,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WESTMORELAND,,"34,350,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,129,00000000,,42,129,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WESTMORELAND,,"33,648,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,129,00000000,,42,129,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WESTMORELAND,,"27,006,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,129,00000000,,42,129,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WESTMORELAND,,"21,880,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,129,00000000,,42,129,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WESTMORELAND,,"15,645,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,129,00000000,,42,129,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,70,CROP TOTALS,,00,WESTMORELAND,,"19,953,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTHWESTERN, WESTMORELAND",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,129,00000000,,42,129,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,ADAMS,,"159,812,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, ADAMS",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,001,00000000,,42,001,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,ADAMS,,"112,433,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, ADAMS",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,001,00000000,,42,001,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,ADAMS,,"114,024,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, ADAMS",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,001,00000000,,42,001,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,ADAMS,,"70,386,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, ADAMS",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,001,00000000,,42,001,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,ADAMS,,"53,393,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, ADAMS",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,001,00000000,,42,001,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,ADAMS,,"64,682,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, ADAMS",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,001,00000000,,42,001,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,BEDFORD,,"49,012,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,009,00000000,,42,009,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,BEDFORD,,"36,644,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,009,00000000,,42,009,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,BEDFORD,,"36,473,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,009,00000000,,42,009,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,BEDFORD,,"16,915,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,009,00000000,,42,009,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,BEDFORD,,"8,811,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,009,00000000,,42,009,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,BEDFORD,,"11,610,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, BEDFORD",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,009,00000000,,42,009,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,CUMBERLAND,,"81,439,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,041,00000000,,42,041,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,CUMBERLAND,,"62,879,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,041,00000000,,42,041,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,CUMBERLAND,,"59,386,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,041,00000000,,42,041,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,CUMBERLAND,,"26,592,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,041,00000000,,42,041,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,CUMBERLAND,,"17,260,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,041,00000000,,42,041,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,CUMBERLAND,,"22,196,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, CUMBERLAND",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,041,00000000,,42,041,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FRANKLIN,,"144,354,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,055,00000000,,42,055,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FRANKLIN,,"91,475,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,055,00000000,,42,055,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FRANKLIN,,"89,217,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,055,00000000,,42,055,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FRANKLIN,,"34,876,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",2007,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,055,00000000,,42,055,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FRANKLIN,,"23,112,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",2002,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,055,00000000,,42,055,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FRANKLIN,,"24,170,000",2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FRANKLIN",1997,,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,055,00000000,,42,055,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FULTON,,"18,508,000",2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FULTON",2022,(L),COUNTY,YEAR,PENNSYLVANIA,$,,SALES,057,00000000,,42,057,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FULTON,,"12,253,000",2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FULTON",2017,6.9,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,057,00000000,,42,057,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,80,CROP TOTALS,,00,FULTON,,"13,092,000",2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,SOUTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,"CROP TOTALS - SALES, MEASURED IN $","PENNSYLVANIA, SOUTH CENTRAL, FULTON",2012,3.4,COUNTY,YEAR,PENNSYLVANIA,$,,SALES,057,00000000,,42,057,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
