group_desc,end_code,region_desc,asd_code,domaincat_desc,load_time,sector_desc,prodn_practice_desc,watershed_desc,Value,county_name,begin_code,class_desc,asd_desc,state_alpha,util_practice_desc,freq_desc,year,CV (%),short_desc,location_desc,week_ending,statisticcat_desc,unit_desc,state_name,reference_period_desc,agg_level_desc,congr_district_code,county_code,state_fips_code,county_ansi,watershed_code,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98012,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98012,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98014,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98014,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98014,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98014,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98019,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98019,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98019,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98019,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98020,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98020,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98022,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98022,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98022,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98022,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98022,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98022,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98023,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98023,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98024,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98024,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98024,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98024,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98026,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98026,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98027,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98027,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98027,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98027,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98027,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98027,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98031,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98031,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98032,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98032,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98032,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98032,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98033,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98033,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98033,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98033,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98036,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98036,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98036,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98036,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98037,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98037,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98037,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98037,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98042,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98042,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98045,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98045,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98045,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98045,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98052,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98052,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98052,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98052,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98052,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98052,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98053,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98053,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98056,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98056,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98057,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98057,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98070,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98070,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98072,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98072,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98072,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98072,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98072,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98072,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98092,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98092,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98092,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98092,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98092,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98092,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98101,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98101,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98102,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98102,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98102,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98102,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98102,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98102,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98103,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98103,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98104,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98104,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98104,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98104,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98108,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98108,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98108,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98108,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98109,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98109,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98110,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98110,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98115,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98115,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98116,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98116,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98116,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98116,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98116,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98116,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98121,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98121,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98121,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98121,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98122,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98122,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98122,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98122,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98127,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98127,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (250,000 OR MORE $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98136,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98136,CROP TOTALS,9000,CENSUS
