class_desc,begin_code,freq_desc,state_alpha,asd_desc,util_practice_desc,location_desc,short_desc,CV (%),year,asd_code,group_desc,end_code,region_desc,domaincat_desc,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,county_name,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc,unit_desc,state_name,week_ending,statisticcat_desc,agg_level_desc,reference_period_desc,congr_district_code,state_fips_code,county_code,county_ansi,watershed_code
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37726,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37726,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37726,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37726,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37727,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37727,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37732,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37732,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37737,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37737,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37738,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37738,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37738,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37738,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37742,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37742,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37742,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37742,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37742,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,5,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37742,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37743,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,15,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37743,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37743,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,14,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37743,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37743,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37743,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37745,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,6,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37745,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37745,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,7,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37745,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37745,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37745,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37752,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37752,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37752,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37752,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37752,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37752,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37754,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37754,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37755,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37755,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37757,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37757,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37760,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37760,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37760,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,5,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37760,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37763,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,7,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37763,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37763,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,5,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37763,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37764,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37764,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37766,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,6,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37766,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37766,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37766,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37766,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37766,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37770,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37770,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37771,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37771,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37771,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37771,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37771,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37771,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37772,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37772,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37772,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37772,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37774,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37774,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37774,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37774,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37777,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37777,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37779,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37779,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37801,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37801,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37803,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,7,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37803,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37803,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37803,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37803,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,5,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37803,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37804,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37804,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37804,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37804,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37804,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,5,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37804,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37806,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37806,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37807,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37807,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37810,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37810,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37810,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37810,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37810,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37810,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37811,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37811,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37813,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,4,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37813,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37813,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37813,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37813,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37813,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37814,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37814,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37814,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37814,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37814,CROP TOTALS - OPERATIONS WITH SALES,,2007,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,2,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37814,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37818,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37818,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37818,CROP TOTALS - OPERATIONS WITH SALES,,2017,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,1,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37818,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
ALL CLASSES,00,ANNUAL,TN,,ALL UTILIZATION PRACTICES,37820,CROP TOTALS - OPERATIONS WITH SALES,,2022,,CROP TOTALS,00,,"SALES: (50,000 TO 249,999 $)",,3,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,,47,SALES,UNITED STATES,37820,CROP TOTALS,9000,CENSUS,OPERATIONS,TENNESSEE,,SALES,ZIP CODE,YEAR,,47,,,00000000
