asd_code,country_name,county_ansi,state_fips_code,state_alpha,reference_period_desc,location_desc,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,begin_code,county_code,state_ansi,week_ending,county_name,Value,end_code,zip_5,agg_level_desc,watershed_desc,class_desc,watershed_code,country_code,state_name,asd_desc,prodn_practice_desc,sector_desc,load_time,group_desc,domaincat_desc,CV (%),commodity_desc,statisticcat_desc,short_desc,source_desc
,UNITED STATES,,45,SC,YEAR,29108,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,2,00,29108,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29111,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,2,00,29111,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29111,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,11,00,29111,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29111,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,4,00,29111,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29112,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,4,00,29112,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29112,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,14,00,29112,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29112,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,2,00,29112,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29113,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,6,00,29113,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29113,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,8,00,29113,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29113,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,2,00,29113,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29114,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,6,00,29114,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29114,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,7,00,29114,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29114,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,4,00,29114,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29115,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,13,00,29115,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29115,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,12,00,29115,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29115,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,10,00,29115,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29116,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,1,00,29116,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29118,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,13,00,29118,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29118,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,2,00,29118,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29118,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,2,00,29118,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29123,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,3,00,29123,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29123,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,5,00,29123,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29123,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,3,00,29123,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29125,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,19,00,29125,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29125,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,4,00,29125,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29125,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,4,00,29125,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29128,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,3,00,29128,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29128,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,7,00,29128,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29128,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,1,00,29128,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29129,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,5,00,29129,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29129,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,3,00,29129,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29129,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,2,00,29129,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29133,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,1,00,29133,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29133,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,3,00,29133,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29135,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,9,00,29135,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29135,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,17,00,29135,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29135,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,8,00,29135,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29137,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,1,00,29137,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29137,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,1,00,29137,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29137,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,1,00,29137,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29138,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,4,00,29138,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29142,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,12,00,29142,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29142,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,3,00,29142,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29142,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,5,00,29142,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29146,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,7,00,29146,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29146,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,10,00,29146,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29146,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,1,00,29146,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29148,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,9,00,29148,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29148,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,3,00,29148,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29148,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,6,00,29148,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29150,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,5,00,29150,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29150,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,7,00,29150,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29150,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,7,00,29150,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29153,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,21,00,29153,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29153,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,23,00,29153,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29153,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,12,00,29153,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29154,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,4,00,29154,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29154,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,5,00,29154,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29154,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2007,00,,45,,,1,00,29154,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29160,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2022,00,,45,,,4,00,29160,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
,UNITED STATES,,45,SC,YEAR,29160,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,OPERATIONS,2017,00,,45,,,1,00,29160,ZIP CODE,,ALL CLASSES,00000000,9000,SOUTH CAROLINA,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,CROP TOTALS,"SALES: (250,000 OR MORE $)",,CROP TOTALS,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS
