commodity_desc,class_desc,util_practice_desc,statisticcat_desc,domain_desc,zip_5,congr_district_code,load_time,reference_period_desc,country_code,end_code,state_name,asd_desc,week_ending,location_desc,watershed_desc,country_name,sector_desc,freq_desc,watershed_code,prodn_practice_desc,domaincat_desc,county_code,state_alpha,state_fips_code,agg_level_desc,region_desc,unit_desc,county_ansi,short_desc,state_ansi,county_name,source_desc,begin_code,group_desc,CV (%),asd_code,year,Value
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DELAWARE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,055,IA,19,COUNTY,,BU / ACRE,055,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DELAWARE,SURVEY,00,FIELD CROPS,,30,1927,27.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DELAWARE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,055,IA,19,COUNTY,,BU / ACRE,055,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DELAWARE,SURVEY,00,FIELD CROPS,,30,1926,39
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,3.3,30,2023,199.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,1.7,30,2022,223.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,1.5,30,2021,217.2
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,3.0,30,2020,197.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2019,216.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2024-02-23 15:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2018,211.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2018-02-22 15:08:35.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2017,215.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2017-02-23 15:00:08.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2016,211.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2016-02-18 15:04:50.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2015,197
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-02-19 15:38:52.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2014,184.9
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-02-19 15:38:52.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2013,196
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2012,149.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2011,185.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2010,170.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2009,183.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2015-06-03 15:08:31.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2008,158
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2007,182
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2006,182.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2005,183
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2004,183
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2003,157.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2002,173.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2001,157.9
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,2000,151.3
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1999,150.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1998,156.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1997,138.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1996,147.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1995,119.3
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1994,149.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1993,84.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1992,134.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1991,130
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1990,136.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1989,108.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1988,64.2
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1987,131.2
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1986,147.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1985,120.1
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1984,124.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1983,95.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1982,129.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1981,123.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1980,122
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1979,129.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1978,113.9
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1977,103.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1976,95.5
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1975,99.7
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1974,84.8
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1973,100
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1972,105
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1971,99.4
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1970,94.6
CORN,ALL CLASSES,GRAIN,YIELD,TOTAL,,,2012-01-01 00:00:00.000,YEAR,9000,00,IOWA,NORTHEAST,,"IOWA, NORTHEAST, DUBUQUE",,UNITED STATES,CROPS,ANNUAL,00000000,ALL PRODUCTION PRACTICES,NOT SPECIFIED,061,IA,19,COUNTY,,BU / ACRE,061,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19,DUBUQUE,SURVEY,00,FIELD CROPS,,30,1969,94
